graph_type,attack_family,ranking_metric,attack,perturbation_unit,outcome,auc_measure,modularity_regime,mu_t_input,mu_w_input,n,mean_auc,sd_auc,median_auc,min_auc,max_auc,se_auc,ci95_lower_mean,ci95_upper_mean
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p075,0.075,0.075,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p100,0.1,0.1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p125,0.125,0.125,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p150,0.15,0.15,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p175,0.175,0.175,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p225,0.225,0.225,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p300,0.3,0.3,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p075,0.075,0.075,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p100,0.1,0.1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p125,0.125,0.125,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p150,0.15,0.15,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p225,0.225,0.225,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p075,0.075,0.075,40,0.7221325416004333,0.007302574604739263,0.7222816682681956,0.7056969625047362,0.7465543196382955,0.0011546384267139952,0.7197970649387934,0.7244680182620732
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p100,0.1,0.1,40,0.6953773355750127,0.006707359436981699,0.6960674374176408,0.6756958818340556,0.7063152700470414,0.001060526645314339,0.6932322179590783,0.6975224531909471
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p125,0.125,0.125,40,0.6686053252163626,0.006628432544513909,0.668220112910758,0.656088123425536,0.6802280781690279,0.0010480472078724689,0.6664854496452292,0.6707252007874961
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p150,0.15,0.15,40,0.6441514468953476,0.00861257274229047,0.6462534510511866,0.611526903732877,0.6578020834678644,0.0013617673189760132,0.641397012504052,0.6469058812866433
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p175,0.175,0.175,40,0.6165610862361657,0.010420713026022349,0.6162840980964799,0.5806924597102328,0.6370924163167277,0.0016476594002608053,0.6132283805279449,0.6198937919443864
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p225,0.225,0.225,40,0.5636034695454946,0.013745198202617279,0.5647116109278886,0.515690118257091,0.5828887155256044,0.002173306660536159,0.5592075418967727,0.5679993971942164
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p300,0.3,0.3,40,0.4829752335063726,0.016964920372841752,0.47936226334605514,0.424853512893085,0.5139032777277595,0.002682389435078644,0.4775495887520365,0.4884008782607087
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p075,0.075,0.075,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p100,0.1,0.1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p125,0.125,0.125,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p150,0.15,0.15,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p175,0.175,0.175,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p225,0.225,0.225,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p300,0.3,0.3,40,0.0003748703799903625,0.0020170204040609475,0.0,0.0,0.012763825165824,0.00031891892819328657,-0.00027020404029405386,0.0010199448002747788
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,0.075,0.075,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p100,0.1,0.1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p125,0.125,0.125,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p150,0.15,0.15,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p225,0.225,0.225,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.0005635016514344276,0.0030229390047545913,0.0,0.0,0.0191422529099696,0.0004779686241393539,-0.0004032811446747068,0.001530284447543562
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p075,0.075,0.075,40,0.7221325416004333,0.007302574604739248,0.7222816682681956,0.7056969625047362,0.7465543196382954,0.0011546384267139928,0.7197970649387934,0.7244680182620732
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p100,0.1,0.1,40,0.6953773355750127,0.006707359436981698,0.6960674374176409,0.6756958818340556,0.7063152700470416,0.001060526645314339,0.6932322179590783,0.6975224531909471
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p125,0.125,0.125,40,0.6686053252163626,0.006628432544513962,0.668220112910758,0.6560881234255358,0.6802280781690279,0.0010480472078724773,0.666485449645229,0.6707252007874962
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p150,0.15,0.15,40,0.6441514468953476,0.008612572742290478,0.6462534510511866,0.611526903732877,0.6578020834678645,0.0013617673189760147,0.641397012504052,0.6469058812866433
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p175,0.175,0.175,40,0.6165610862361657,0.010420713026022424,0.6162840980964799,0.5806924597102328,0.637092416316728,0.001647659400260817,0.6132283805279449,0.6198937919443864
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p225,0.225,0.225,40,0.5636034695454945,0.013745198202617253,0.5647116109278887,0.515690118257091,0.5828887155256044,0.0021733066605361547,0.5592075418967726,0.5679993971942163
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p300,0.3,0.3,40,0.48260036312638227,0.01821581692634608,0.4793622633460551,0.412089687727261,0.5139032777277597,0.0028801735463950618,0.4767746622459589,0.48842606400680566
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p075,0.075,0.075,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p100,0.1,0.1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p125,0.125,0.125,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p150,0.15,0.15,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p175,0.175,0.175,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p225,0.225,0.225,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p300,0.3,0.3,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p075,0.075,0.075,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p100,0.1,0.1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p125,0.125,0.125,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p150,0.15,0.15,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p225,0.225,0.225,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p075,0.075,0.075,40,0.6846895161420209,0.10405012952556635,0.6689847467067516,0.3839337474120082,0.8,0.016451770006816236,0.6514126703307006,0.7179663619533412
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p100,0.1,0.1,40,0.7357568761322884,0.08889465720525401,0.7995396700713859,0.5012465373961219,0.8,0.01405547942942504,0.7073269855136268,0.7641867667509499
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p125,0.125,0.125,40,0.7765298514475012,0.058014666581162284,0.7996679025667237,0.5812373403786879,0.8,0.009172924204586326,0.7579758609486991,0.7950838419463033
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p150,0.15,0.15,40,0.7961271288948496,0.02274190291905827,0.7997293609081242,0.6558951406649616,0.8,0.0035958105775328007,0.7888539154895019,0.8034003423001973
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p175,0.175,0.175,40,0.7997386303515646,0.0001904585282259899,0.7997302274012013,0.7994269340974212,0.8,3.0114137449879827e-05,0.7996777187591799,0.7997995419439492
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p225,0.225,0.225,40,0.7969351008408667,0.01770473888331362,0.7997247075017205,0.6877648667122351,0.8,0.002799365012490856,0.7912728506482328,0.8025973510335006
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_raw,mu_0p300,0.3,0.3,40,0.7997174377977023,0.0001788789407594288,0.7997232385777278,0.7994227994227994,0.8,2.828324391190623e-05,0.7996602295370525,0.7997746460583521
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p075,0.075,0.075,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p100,0.1,0.1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p125,0.125,0.125,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p150,0.15,0.15,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p175,0.175,0.175,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p225,0.225,0.225,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,mu_0p300,0.3,0.3,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p075,0.075,0.075,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p100,0.1,0.1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p125,0.125,0.125,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p150,0.15,0.15,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p225,0.225,0.225,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p075,0.075,0.075,40,0.709810963073006,0.07919353277031123,0.6895912896899272,0.4925861390174199,0.8,0.012521596975468383,0.6844836425663663,0.7351382835796456
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p100,0.1,0.1,40,0.7487884769980924,0.07006250637953607,0.7995396700713859,0.5560021565747644,0.8,0.011077854936970572,0.7263814004035976,0.7711955535925872
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p125,0.125,0.125,40,0.7811855746198184,0.04559832815730225,0.7996679025667237,0.639930107955872,0.8,0.007209728723643184,0.7666025217945771,0.7957686274450597
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p150,0.15,0.15,40,0.7967552164006427,0.018769687453194496,0.7997293609081242,0.6810186408966855,0.8,0.0029677481660789836,0.790752379132159,0.8027580536691264
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p175,0.175,0.175,40,0.7997386303515646,0.0001904585282259899,0.7997302274012013,0.7994269340974212,0.8,3.0114137449879827e-05,0.7996777187591799,0.7997995419439492
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p225,0.225,0.225,40,0.7973108113190145,0.015328662908468566,0.7997247075017205,0.7027932858381463,0.8,0.0024236744137850898,0.7924084670891259,0.802213155548903
lfr,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_raw,mu_0p300,0.3,0.3,40,0.7997174377977023,0.0001788789407594288,0.7997232385777278,0.7994227994227994,0.8,2.828324391190623e-05,0.7996602295370525,0.7997746460583521
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p075,0.075,0.075,15,0.3813221596457288,0.16448220076298467,0.3949690723086245,0.1265627339627794,0.7073879115833763,0.0424691216201723,0.29023495294725826,0.47240936634419933
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p100,0.1,0.1,25,0.5572098753291175,0.21849695087046547,0.4876663802588277,0.2740566585239568,1.333218812975229,0.04369939017409309,0.4670187668047851,0.6474009838534499
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p125,0.125,0.125,34,0.7639947118036051,0.25166907686043855,0.7144740172443127,0.3159142473675398,1.3917414546429434,0.043160890605686515,0.6761832196147984,0.8518062039924118
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p150,0.15,0.15,39,0.8798682534489319,0.18929736911487108,0.8631460597975358,0.4412105795468485,1.335484420049689,0.030311838236524426,0.8185051450254682,0.9412313618723956
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p175,0.175,0.175,40,0.8977079905959234,0.29738005111248267,0.8565521022568923,0.3776414442347215,1.5698819346402786,0.04701991461063673,0.8026012362520847,0.9928147449397622
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p225,0.225,0.225,39,0.8418988867822412,0.257211733867447,0.7973074707921284,0.367339235377468,1.4429618431822346,0.041186840081199695,0.758520488091885,0.9252772854725975
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,mu_0p300,0.3,0.3,40,0.7766641832491549,0.294044284992608,0.7253692083117012,0.3371804709526177,1.6291910247062698,0.04649248367661542,0.6826242586665076,0.8707041078318022
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_marginal_delta,mu_0p075,0.075,0.075,15,0.02317998727910368,0.004285928691256145,0.023479609838238,0.0184348834961185,0.0338963819475939,0.00110662202961784,0.020806519081423724,0.025553455476783636
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_marginal_delta,mu_0p100,0.1,0.1,25,0.027746037065465953,0.007130728625127207,0.0263859996584043,0.016134355196749,0.0430020152196162,0.0014261457250254413,0.024802616954913995,0.030689457176017912
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_marginal_delta,mu_0p125,0.125,0.125,34,0.03420288450779431,0.00639385987733609,0.03343657488509305,0.0221470464131571,0.0466175085930577,0.0010965379225625945,0.03197196133010739,0.036433807685481226
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_marginal_delta,mu_0p150,0.15,0.15,39,0.038024825810657505,0.0054762225672262054,0.0382253299520368,0.0278493556214289,0.048453728272969,0.000876897409515687,0.03624963981248443,0.03980001180883058
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.04378258644791712,0.01140272681938159,0.0438122141412514,0.0267873798382122,0.0833272805195631,0.001802929414296662,0.040135817492152066,0.04742935540368217
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_marginal_delta,mu_0p225,0.225,0.225,39,0.04902574490640413,0.00851240847002565,0.0487638468349762,0.0273908116753023,0.0637191587691331,0.0013630762527399936,0.04626634129539029,0.051785148517417966
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.062377504027496075,0.014320427750768406,0.05956438320063495,0.0379844379089008,0.0898657329088174,0.0022642584380155118,0.05779760904430548,0.06695739901068667
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_raw,mu_0p075,0.075,0.075,15,1.4430863137554653,0.2557134122479848,1.4149216782181513,0.9814346758100664,1.950105148620466,0.06602491913588777,1.3014769461220215,1.584695681388909
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_raw,mu_0p100,0.1,0.1,25,1.919995715305805,0.3448243215054179,1.8244296165464555,1.3576055376828562,2.9916934980214265,0.06896486430108359,1.7776592310719268,2.062332199539683
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_raw,mu_0p125,0.125,0.125,34,2.273788195506842,0.3739445099759999,2.241060121051737,1.465023101699455,3.0636695104869744,0.06413095438269276,2.143312787775228,2.404263603238456
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_raw,mu_0p150,0.15,0.15,39,2.461998215387445,0.4042453832805386,2.493923017275813,1.750677641386299,3.164036279705903,0.06473106690894248,2.330957021313187,2.5930394094617033
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_raw,mu_0p175,0.175,0.175,40,2.9725792243440425,0.6479987251917104,3.035456943014678,1.5499391527525772,4.51588338788391,0.10245759462456673,2.7653391780081242,3.179819270679961
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_raw,mu_0p225,0.225,0.225,39,4.204912728066516,0.7598146880010166,4.234577713060517,2.225780494119644,5.774424677528719,0.12166772322359108,3.958609299236221,4.45121615689681
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_raw,mu_0p300,0.3,0.3,40,6.384260305997597,0.8287607723448875,6.397484594703379,4.784025676310186,7.895662051797605,0.13103858380050648,6.119209752369836,6.649310859625358
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,auc_abs_delta,mu_0p075,0.075,0.075,15,0.2951182752591905,0.1242317401575923,0.2783291672749821,0.1584990297015914,0.6258515089048033,0.03207649738004814,0.22632103068346104,0.36391551983491993
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,auc_abs_delta,mu_0p100,0.1,0.1,25,0.409592427419478,0.15825334585253945,0.3795923868182647,0.1875569576993517,0.9085027864338062,0.03165066917050789,0.3442686568439024,0.4749161979950536
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,auc_abs_delta,mu_0p125,0.125,0.125,34,0.5747893560643651,0.23269013818608883,0.510180354397048,0.2077087211490039,1.3043463120561358,0.0399060294755291,0.49359992863593694,0.6559787834927933
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,auc_abs_delta,mu_0p150,0.15,0.15,39,0.6144399650517829,0.14088134781387185,0.5941194731098491,0.3315796064879519,0.9796688160180996,0.022559070131007646,0.5687715151352902,0.6601084149682755
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,auc_abs_delta,mu_0p175,0.175,0.175,40,0.6538883248901722,0.2114749983872782,0.6190782401625871,0.2893339218356597,1.350738260538734,0.03343713315421169,0.5862553392670882,0.7215213105132563
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,auc_abs_delta,mu_0p225,0.225,0.225,39,0.6684442855627696,0.211556921079318,0.6569979036254294,0.2665764568659754,1.2444122835570677,0.033876219197119715,0.5998654651247178,0.7370231060008213
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,auc_abs_delta,mu_0p300,0.3,0.3,40,0.6805834520497662,0.22632919744498944,0.6589201182883675,0.3343398583716402,1.3513586318450068,0.035785788246206415,0.6081998630978063,0.7529670410017262
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,auc_abs_marginal_delta,mu_0p075,0.075,0.075,15,0.016330955784513646,0.0024006831215799217,0.0165960032241463,0.011041313225264,0.0198762867541137,0.0006198537166266848,0.015001501784636901,0.01766040978439039
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,auc_abs_marginal_delta,mu_0p100,0.1,0.1,25,0.01954333751520504,0.003884486924185625,0.0187431513807888,0.0142250925995893,0.0316210737542052,0.000776897384837125,0.017939900120107127,0.02114677491030295
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,auc_abs_marginal_delta,mu_0p125,0.125,0.125,34,0.02547398702182894,0.005367484626478917,0.02479196720900825,0.0163615486861701,0.0410662931986035,0.0009205160192153018,0.023601183099188242,0.02734679094446964
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,auc_abs_marginal_delta,mu_0p150,0.15,0.15,39,0.027886686671735623,0.004548581217685585,0.0280328792451434,0.0181563616309881,0.0396398300515875,0.0007283559128204879,0.02641220721257105,0.029361166130900195
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.03242299014453538,0.006716580042626068,0.032206635702988054,0.0209323926026255,0.0525218548524375,0.0010619845510764598,0.030274923635853712,0.03457105665321705
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,auc_abs_marginal_delta,mu_0p225,0.225,0.225,39,0.03884565845387768,0.00696869627888752,0.0394755590519667,0.0227144848783894,0.0546760327819134,0.0011158844695666392,0.03658666844608697,0.041104648461668385
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.04943061326305344,0.008971000530729184,0.05067705271516485,0.0329000847257596,0.0669296369476023,0.0014184397283841786,0.046561548103831354,0.05229967842227552
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,auc_raw,mu_0p075,0.075,0.075,15,1.2263375244238959,0.21598853044269986,1.2135556526482816,0.8805679501316644,1.6711588254585594,0.055767998758426016,1.106727063075056,1.3459479857727357
lfr,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,auc_raw,mu_0p100,0.1,0.1,25,1.64913991521307,0.2846662633856873,1.5894906134919542,1.1572150322391606,2.469647131500345,0.05693325267713746,1.5316354569039212,1.7666443735222186
