graph_type,attack_family,ranking_metric,attack,perturbation_unit,outcome,auc_measure,modularity_regime,mu_t_input,mu_w_input,n,mean_auc,sd_auc,median_auc,min_auc,max_auc,se_auc,ci95_lower_mean,ci95_upper_mean
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity,auc_raw,mu_0p075,0.075,0.075,40,-0.00822670056908051,0.011277434115758685,-0.0098424672018442,-0.0434997825275391,0.0129688943987935,0.0017831188984142215,-0.011833398974248906,-0.004620002163912114
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity,auc_raw,mu_0p100,0.1,0.1,40,-0.0055436840373037175,0.011436025828356306,-0.00780041522857095,-0.0279849153297098,0.0218193882026993,0.0018081944499059865,-0.009201102532789421,-0.0018862655418180139
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity,auc_raw,mu_0p125,0.125,0.125,40,-0.006698219322588859,0.012987047905538283,-0.00581980035694105,-0.0403579357678787,0.0197553242739361,0.0020534325731610126,-0.01085167874322936,-0.0025447599019483586
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity,auc_raw,mu_0p150,0.15,0.15,40,-0.008738212797141954,0.011530327658091127,-0.00738821425536775,-0.0338659469692937,0.0197070820474675,0.0018231048783801578,-0.01242579048091622,-0.005050635113367686
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity,auc_raw,mu_0p175,0.175,0.175,40,-0.0017818090179273246,0.010672732371233427,-0.0011846474508258,-0.0251417301844234,0.018419605546322,0.001687507157525368,-0.00519511442295093,0.0016314963870962805
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity,auc_raw,mu_0p225,0.225,0.225,40,-0.005501230782759468,0.009952378623119578,-0.0038924816780591997,-0.0302582688092857,0.015854817050268,0.0015736092292714188,-0.00868415588249281,-0.002318305683026124
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity,auc_raw,mu_0p300,0.3,0.3,40,-0.005446277070997305,0.011793499640412874,-0.00302806307660005,-0.02996306727233,0.0269037490181357,0.0018647160224040723,-0.009218021237961086,-0.0016745329040335232
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p075,0.075,0.075,40,0.0065961314942431255,0.0022438044599911344,0.006331269885290499,0.0034758053909506,0.0125774978838898,0.0003547766358808069,0.005878528014205829,0.007313734974280422
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p100,0.1,0.1,40,0.006775562109686337,0.0029673140838161836,0.00573138096089975,0.0036679687590837,0.0165926164592922,0.00046917355189774596,0.00582656902634137,0.007724555193031304
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p125,0.125,0.125,40,0.0073366514511759105,0.0026765612546334454,0.0064971301002505,0.0041726493082264,0.0157632398064285,0.0004232014930799797,0.006480645633777035,0.008192657268574785
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p150,0.15,0.15,40,0.007324094384438673,0.00329766322435978,0.00618964187433435,0.0038975301311336,0.0181744886885263,0.0005214063372575879,0.0062694505204181255,0.008378738248459222
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p175,0.175,0.175,40,0.009313396353007606,0.004086446022947183,0.009243780092384,0.0044675967569911,0.0201522519576367,0.0006461238483924898,0.008006487511644908,0.010620305194370303
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p225,0.225,0.225,40,0.006819745829674302,0.0028610404281537035,0.00611007812166545,0.0035437208929179,0.0161485995363978,0.00045237021153945154,0.005904740710298345,0.007734750949050259
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p300,0.3,0.3,40,0.006945955607386931,0.002604675419296578,0.00619715854929255,0.0039399993828262,0.0155174482384024,0.0004118353445215637,0.006112939995472953,0.007778971219300909
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,0.075,0.075,40,0.00580728671931513,0.0009104628836476831,0.0059631419132021,0.0037894761396455,0.0079133760482021,0.00014395682186857752,0.0055161065628442085,0.006098466875786052
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p100,0.1,0.1,40,0.00588565148810316,0.0008509210707492724,0.00596350112766765,0.0040332656172741,0.0072477019967736,0.00013454243462984904,0.005613513727217725,0.006157789248988595
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p125,0.125,0.125,40,0.00623311076050389,0.0009382914046420412,0.00602875570895085,0.0044871192044058,0.0081901795082746,0.0001483568973813768,0.005933030611245753,0.0065331909097620265
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p150,0.15,0.15,40,0.0058895512274418525,0.0007836292746835789,0.0057790786590296,0.0038743967292377,0.0081254761368986,0.0001239026674592916,0.0056389344270036095,0.0061401680278800955
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.006032955105994662,0.0009163844104540272,0.0059817454647463,0.0041259330865071,0.0084114692461323,0.00014489309746526703,0.005739881153375665,0.0063260290586136594
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p225,0.225,0.225,40,0.005814030831551228,0.0010034614017683256,0.0057199452794443,0.0038247327453986,0.007793369129177,0.00015866117868266113,0.005493108306067479,0.0061349533570349765
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.006017094482286705,0.0012034770989690804,0.0057173077839396,0.004350251752698,0.0101308240117643,0.00019028643722970862,0.005632203833496029,0.006401985131077381
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p075,0.075,0.075,40,0.16496397957672795,0.004072833244348041,0.16432945378956643,0.1552378105461552,0.174136088718515,0.0006439714791096455,0.16366142431317024,0.16626653484028567
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p100,0.1,0.1,40,0.16295312769258571,0.004442191936546142,0.16372616480992908,0.1508264341126204,0.1732610732286141,0.0007023722161559987,0.1615324457884809,0.16437380959669054
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p125,0.125,0.125,40,0.16330975848949394,0.0046217747126948835,0.16382548399502528,0.1539946992633832,0.1751788847905638,0.000730766746214308,0.16183164322726146,0.16478787375172643
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p150,0.15,0.15,40,0.1588565024217828,0.0047202759799392655,0.15858903513770178,0.1508309996739116,0.1722976741447779,0.0007463411640595671,0.15734688492598986,0.16036611991757577
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p175,0.175,0.175,40,0.16058434941936464,0.004834423034470219,0.16012154378992888,0.151031565015519,0.1726674904653493,0.00076438939808543,0.15903822592448488,0.1621304729142444
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p225,0.225,0.225,40,0.16275203763788584,0.004166716751527437,0.1623344560587244,0.1556123406169354,0.1716483877756143,0.0006588157649802286,0.16141945697208326,0.16408461830368842
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p300,0.3,0.3,40,0.16496456351474262,0.004741157549800996,0.16501215003891614,0.1564065118382134,0.1755101453873433,0.0007496428301537169,0.16344826776892005,0.1664808592605652
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,auc_abs_delta,mu_0p075,0.075,0.075,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,auc_abs_delta,mu_0p100,0.1,0.1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,auc_abs_delta,mu_0p125,0.125,0.125,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,auc_abs_delta,mu_0p150,0.15,0.15,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,auc_abs_delta,mu_0p175,0.175,0.175,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,auc_abs_delta,mu_0p225,0.225,0.225,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,auc_abs_delta,mu_0p300,0.3,0.3,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p075,0.075,0.075,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p100,0.1,0.1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p125,0.125,0.125,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p150,0.15,0.15,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p225,0.225,0.225,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,auc_raw,mu_0p075,0.075,0.075,40,0.7997119697576424,0.0001677306182503968,0.799721343838991,0.7994269340974212,0.8,2.6520539350973023e-05,0.7996583269035027,0.799765612611782
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,auc_raw,mu_0p100,0.1,0.1,40,0.7997338927804949,0.0001891132464414987,0.7997275172749501,0.7994227994227994,0.8,2.9901429723193428e-05,0.7996734114300976,0.7997943741308922
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,auc_raw,mu_0p125,0.125,0.125,40,0.799723750615517,0.0001794639873477174,0.7997222977284513,0.7994227994227994,0.8,2.837574789972137e-05,0.799666355247891,0.7997811459831431
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,auc_raw,mu_0p150,0.15,0.15,40,0.7997265534472794,0.00018618701848647308,0.7997320710343754,0.7994227994227994,0.8,2.9438752458656542e-05,0.799667007949984,0.7997860989445748
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,auc_raw,mu_0p175,0.175,0.175,40,0.7997386303515646,0.0001904585282259899,0.7997302274012013,0.7994269340974212,0.8,3.0114137449879827e-05,0.7996777187591799,0.7997995419439492
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,auc_raw,mu_0p225,0.225,0.225,40,0.7997341439030677,0.00016946999769392083,0.7997256483509969,0.7994227994227994,0.8,2.6795559388813628e-05,0.7996799447683947,0.7997883430377408
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,auc_raw,mu_0p300,0.3,0.3,40,0.7997174377977023,0.0001788789407594288,0.7997232385777278,0.7994227994227994,0.8,2.828324391190623e-05,0.7996602295370525,0.7997746460583521
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,auc_abs_delta,mu_0p075,0.075,0.075,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,auc_abs_delta,mu_0p100,0.1,0.1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,auc_abs_delta,mu_0p125,0.125,0.125,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,auc_abs_delta,mu_0p150,0.15,0.15,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,auc_abs_delta,mu_0p175,0.175,0.175,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,auc_abs_delta,mu_0p225,0.225,0.225,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,auc_abs_delta,mu_0p300,0.3,0.3,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,auc_abs_marginal_delta,mu_0p075,0.075,0.075,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,auc_abs_marginal_delta,mu_0p100,0.1,0.1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,auc_abs_marginal_delta,mu_0p125,0.125,0.125,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,auc_abs_marginal_delta,mu_0p150,0.15,0.15,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,auc_abs_marginal_delta,mu_0p225,0.225,0.225,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,auc_raw,mu_0p075,0.075,0.075,40,0.7997119697576424,0.0001677306182503968,0.799721343838991,0.7994269340974212,0.8,2.6520539350973023e-05,0.7996583269035027,0.799765612611782
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,auc_raw,mu_0p100,0.1,0.1,40,0.7997338927804949,0.0001891132464414987,0.7997275172749501,0.7994227994227994,0.8,2.9901429723193428e-05,0.7996734114300976,0.7997943741308922
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,auc_raw,mu_0p125,0.125,0.125,40,0.799723750615517,0.0001794639873477174,0.7997222977284513,0.7994227994227994,0.8,2.837574789972137e-05,0.799666355247891,0.7997811459831431
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,auc_raw,mu_0p150,0.15,0.15,40,0.7997265534472794,0.00018618701848647308,0.7997320710343754,0.7994227994227994,0.8,2.9438752458656542e-05,0.799667007949984,0.7997860989445748
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,auc_raw,mu_0p175,0.175,0.175,40,0.7997386303515646,0.0001904585282259899,0.7997302274012013,0.7994269340974212,0.8,3.0114137449879827e-05,0.7996777187591799,0.7997995419439492
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,auc_raw,mu_0p225,0.225,0.225,40,0.7997341439030677,0.00016946999769392083,0.7997256483509969,0.7994227994227994,0.8,2.6795559388813628e-05,0.7996799447683947,0.7997883430377408
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,auc_raw,mu_0p300,0.3,0.3,40,0.7997174377977023,0.0001788789407594288,0.7997232385777278,0.7994227994227994,0.8,2.828324391190623e-05,0.7996602295370525,0.7997746460583521
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,auc_abs_delta,mu_0p075,0.075,0.075,40,4.858231251043712,0.5761676916348863,4.982216674677079,3.344931788822221,5.803443095032143,0.09110011098838923,4.673963883733156,5.042498618354268
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,auc_abs_delta,mu_0p100,0.1,0.1,40,4.836595895610267,0.6896582720910351,4.921982291804893,3.1358855043003477,6.225114467222916,0.1090445473491903,4.616032479807541,5.057159311412993
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,auc_abs_delta,mu_0p125,0.125,0.125,40,4.728842201548029,0.5808793265651242,4.698103138291773,3.5031919341730453,5.997219187428607,0.09184508588252724,4.543067980283445,4.914616422812613
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,auc_abs_delta,mu_0p150,0.15,0.15,40,4.629489871260004,0.7402897472322556,4.647236210864715,2.9700317282639053,6.198819178698184,0.1170500864862129,4.392733724134824,4.866246018385184
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,auc_abs_delta,mu_0p175,0.175,0.175,40,4.622356718630681,0.7735363361767547,4.746627231930157,1.7223402293692809,5.9243783109046575,0.12230683376101242,4.374967796523836,4.869745640737526
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,auc_abs_delta,mu_0p225,0.225,0.225,40,4.657047931643419,0.49461991927561316,4.686396896227951,3.7394569461791023,5.858948931146903,0.07820627604997793,4.49886080718724,4.815235056099597
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,auc_abs_delta,mu_0p300,0.3,0.3,40,4.719980359086487,0.6320254090830352,4.781792330471018,3.5353154504255477,5.742312481663747,0.09993199159010316,4.517848827075996,4.9221118910969786
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,auc_abs_marginal_delta,mu_0p075,0.075,0.075,40,0.2084897375671262,0.020318286838740235,0.20314478504942302,0.1625277015451968,0.2591265095078027,0.003212603228152072,0.2019916341878622,0.21498784094639017
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,auc_abs_marginal_delta,mu_0p100,0.1,0.1,40,0.2013758493184735,0.021329227117138326,0.1980415782550139,0.1553379705695271,0.2500759230136177,0.0033724469210592066,0.1945544315529411,0.20819726708400588
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,auc_abs_marginal_delta,mu_0p125,0.125,0.125,40,0.20221103164663895,0.024331961204853637,0.19727690146325833,0.1640908603015704,0.2703077390268216,0.0038472208673096166,0.19442929293095584,0.20999277036232206
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,auc_abs_marginal_delta,mu_0p150,0.15,0.15,40,0.19099000483581574,0.028927330403733076,0.20191235867943114,0.1102545983702881,0.232583153905257,0.004573812535201732,0.1817385957509129,0.2002414139207186
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.18995559285719718,0.029193967917388285,0.19237651151937518,0.1130757299961363,0.2473525854917014,0.004615971627841468,0.18061890895841493,0.19929227675597944
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,auc_abs_marginal_delta,mu_0p225,0.225,0.225,40,0.2018953544776061,0.02214933548560649,0.20283244177161414,0.1611735739659197,0.2470049385854432,0.0035021174396854073,0.19481165333145203,0.20897905562376015
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.20037779307946946,0.02560425666046946,0.198269022820417,0.1306911943025972,0.2484174361915443,0.004048388442131,0.1921891545367893,0.2085664316221496
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,auc_raw,mu_0p075,0.075,0.075,40,10.45724343323678,0.5867218474148884,10.506646117984488,9.243282154506735,11.609286975226224,0.0927688695406411,10.26960068315485,10.64488618331871
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,auc_raw,mu_0p100,0.1,0.1,40,10.430056316014962,0.590508934594248,10.444267492114477,9.059477362822332,11.513511481075012,0.09336766059986105,10.241202396694549,10.618910235335376
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,auc_raw,mu_0p125,0.125,0.125,40,9.983523204207032,0.5637843423063373,10.084212979265708,8.273265902609111,11.08196848773338,0.08914213154140264,9.803216224145514,10.16383018426855
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,auc_raw,mu_0p150,0.15,0.15,40,9.257362856095776,1.1224804629618388,9.407584763009577,5.901053459033346,11.030148254127536,0.1774797445999841,8.898376188202946,9.616349523988607
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,auc_raw,mu_0p175,0.175,0.175,40,9.382347223846327,1.1134085200176536,9.59623334705455,5.215684423328504,11.3136941843524,0.17604534447464817,9.026261904062713,9.738432543629942
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,auc_raw,mu_0p225,0.225,0.225,40,10.054653990067598,0.7327588951035391,10.13851053348597,8.233788865674175,11.505256257110702,0.11585935421377931,9.820306326298063,10.289001653837133
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,auc_raw,mu_0p300,0.3,0.3,40,10.388697987454565,0.6149866825437601,10.513888114583906,8.107413894620247,11.30464375195939,0.09723793237545977,10.192015704555574,10.585380270353555
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,auc_abs_delta,mu_0p075,0.075,0.075,40,4.057445334408746,0.40447763013219856,4.048015581783967,3.1418619961559995,4.755118319467083,0.063953528690245,3.9280871126226775,4.186803556194816
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,auc_abs_delta,mu_0p100,0.1,0.1,40,4.08088578100635,0.42095338275551253,4.073239067953295,2.893724265692227,4.914418204120148,0.06655857391300331,3.946258357901922,4.215513204110777
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,auc_abs_delta,mu_0p125,0.125,0.125,40,3.941137740103261,0.3677638014033422,3.8673060733300515,3.106349134821398,4.550506156046728,0.05814856266981947,3.8235211703778282,4.058754309828693
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,auc_abs_delta,mu_0p150,0.15,0.15,40,3.734081405479695,0.5382586403285133,3.7119850162888453,2.732934362743837,4.710838874515099,0.08510616368517322,3.561937940954533,3.906224870004857
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,auc_abs_delta,mu_0p175,0.175,0.175,40,3.75394900424975,0.4756945249161353,3.842187139917918,2.049061828971213,4.57392220206021,0.07521390846033525,3.601814514546554,3.906083493952946
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,auc_abs_delta,mu_0p225,0.225,0.225,40,3.9120347460595397,0.29165150637962256,3.939873278592831,3.419415450627483,4.592543054553827,0.0461141521589368,3.818760069202465,4.005309422916615
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,auc_abs_delta,mu_0p300,0.3,0.3,40,3.921494726908425,0.3861424221881064,3.9703252424740434,2.9429072804627547,4.652641242659792,0.06105447776643778,3.7980003891026652,4.044989064714185
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,auc_abs_marginal_delta,mu_0p075,0.075,0.075,40,0.14601827753657481,0.011082288779572617,0.14733550202016804,0.1180277324523503,0.1686962726246854,0.001752263711558859,0.1424739896376948,0.14956256543545482
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,auc_abs_marginal_delta,mu_0p100,0.1,0.1,40,0.14399584294740586,0.013646123211811148,0.1439652264294374,0.1016075561235021,0.1749936304491862,0.002157641529030778,0.1396316010179411,0.14836008487687063
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,auc_abs_marginal_delta,mu_0p125,0.125,0.125,40,0.14038735628604032,0.009482287380813404,0.1394067675251322,0.1196055972052156,0.1618839844284076,0.001499281277582138,0.13735477365929383,0.14341993891278682
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,auc_abs_marginal_delta,mu_0p150,0.15,0.15,40,0.13431319260046665,0.0156531151423317,0.1348339218161227,0.1030137180517937,0.1762242660901261,0.0024749748163319456,0.12930708351215237,0.13931930168878093
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,auc_abs_marginal_delta,mu_0p175,0.175,0.175,40,0.13296692526117232,0.0155022642331783,0.13570313970913725,0.0834511220865343,0.157875350433862,0.0024511231933303512,0.1280090606341315,0.13792478988821313
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,auc_abs_marginal_delta,mu_0p225,0.225,0.225,40,0.13785483723836428,0.011384448777246994,0.1385015033377885,0.0987428708129091,0.1587692381526173,0.0018000394020809695,0.1342139138840667,0.14149576059266186
null,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,auc_abs_marginal_delta,mu_0p300,0.3,0.3,40,0.1398973141625331,0.011814004653474822,0.14072330950790685,0.1087763753390338,0.1635292568281413,0.001867958149640435,0.1361190121742467,0.14367561615081947
