graph_type,attack_family,ranking_metric,attack,perturbation_unit,outcome,auc_measure,group1,group2,mu_t_group1,mu_t_group2,mean_difference_group2_minus_group1,ci95_lower,ci95_upper,p_value_tukey_adjusted,reject_tukey_0p05
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,reachability,auc_raw,mu_0p175,mu_0p300,0.175,0.3,0.0,0.0,0.0,,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,reachability,auc_raw,mu_0p225,mu_0p300,0.225,0.3,0.0,0.0,0.0,,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,mu_0p075,mu_0p100,0.075,0.1,-0.010594819276340317,-0.42747216661749204,0.4062825280648114,0.9999999839149711,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,mu_0p075,mu_0p125,0.075,0.125,-0.2121481206864222,-0.629025468027574,0.20472922665472953,0.7376877330899985,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,mu_0p075,mu_0p150,0.075,0.15,-0.3251593091414837,-0.7420366564826355,0.091718038199668,0.23967034030871903,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,mu_0p075,mu_0p175,0.075,0.175,-0.2724724691356606,-0.6893498164768124,0.14440487820549114,0.4547292095018114,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,mu_0p075,mu_0p225,0.075,0.225,-0.14038569563289016,-0.5572630429740419,0.27649165170826157,0.953618967899504,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,mu_0p075,mu_0p300,0.075,0.3,0.021813741590560376,-0.39506360575059135,0.4386910889317121,0.999998789457444,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,mu_0p100,mu_0p125,0.1,0.125,-0.20155330141008188,-0.6184306487512337,0.21532404593106985,0.7817115784356844,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,mu_0p100,mu_0p150,0.1,0.15,-0.3145644898651434,-0.7314418372062952,0.10231285747600832,0.27700840690383666,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,mu_0p100,mu_0p175,0.1,0.175,-0.26187764985932027,-0.678754997200472,0.15499969748183146,0.5047370661049609,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,mu_0p100,mu_0p225,0.1,0.225,-0.12979087635654984,-0.5466682236977016,0.2870864709846019,0.9683377783195396,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,mu_0p100,mu_0p300,0.1,0.3,0.03240856086690069,-0.38446878647425103,0.4492859082080524,0.9999872279966677,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,mu_0p125,mu_0p150,0.125,0.15,-0.11301118845506153,-0.5298885357962133,0.3038661588860902,0.9843110837506734,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,mu_0p125,mu_0p175,0.125,0.175,-0.060324348449238396,-0.4772016957903901,0.35655299889191333,0.9995123781425075,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,mu_0p125,mu_0p225,0.125,0.225,0.07176242505353203,-0.3451149222876197,0.48863977239468376,0.9986848288534107,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,mu_0p125,mu_0p300,0.125,0.3,0.23396186227698257,-0.18291548506416916,0.6508392096181344,0.6385835453957488,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,mu_0p150,mu_0p175,0.15,0.175,0.05268684000582313,-0.3641905073353286,0.46956418734697486,0.9997773133484597,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,mu_0p150,mu_0p225,0.15,0.225,0.18477361350859356,-0.23210373383255817,0.6016509608497453,0.843781810926189,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,mu_0p150,mu_0p300,0.15,0.3,0.3469730507320441,-0.06990429660910763,0.7638503980731959,0.1735764240312665,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,mu_0p175,mu_0p225,0.175,0.225,0.13208677350277043,-0.2847905738383813,0.5489641208439222,0.9654797744305689,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,mu_0p175,mu_0p300,0.175,0.3,0.29428621072622096,-0.12259113661493076,0.7111635580673727,0.35740999868712364,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,mu_0p225,mu_0p300,0.225,0.3,0.16219943722345054,-0.2546779101177012,0.5790767845646023,0.9098106842604022,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_marginal_delta,mu_0p075,mu_0p100,0.075,0.1,-0.008973519871313451,-0.10206106654126698,0.08411402679864008,0.9999544342157725,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_marginal_delta,mu_0p075,mu_0p125,0.075,0.125,-0.05755240536887196,-0.1506399520388255,0.03553514130108157,0.5245497185286585,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_marginal_delta,mu_0p075,mu_0p150,0.075,0.15,-0.07441330004527613,-0.16750084671522966,0.0186742466246774,0.21345954369510878,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_marginal_delta,mu_0p075,mu_0p175,0.075,0.175,-0.07238404739180815,-0.16547159406176168,0.020703499278145382,0.24304718862924135,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_marginal_delta,mu_0p075,mu_0p225,0.075,0.225,-0.026012185147201605,-0.11909973181715514,0.06707536152275193,0.9816506920927329,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_marginal_delta,mu_0p075,mu_0p300,0.075,0.3,-0.005966334499995951,-0.09905388116994948,0.08712121216995758,0.999995943947047,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_marginal_delta,mu_0p100,mu_0p125,0.1,0.125,-0.04857888549755851,-0.14166643216751204,0.04450866117239502,0.7140434001961307,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_marginal_delta,mu_0p100,mu_0p150,0.1,0.15,-0.06543978017396268,-0.1585273268439162,0.02764776649599085,0.36260968999773546,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_marginal_delta,mu_0p100,mu_0p175,0.1,0.175,-0.0634105275204947,-0.15649807419044823,0.029677019149458833,0.402250408529112,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_marginal_delta,mu_0p100,mu_0p225,0.1,0.225,-0.017038665275888154,-0.11012621194584168,0.07604888139406538,0.9981406157344256,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_marginal_delta,mu_0p100,mu_0p300,0.1,0.3,0.0030071853713175,-0.09008036129863603,0.09609473204127103,0.9999999323105021,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_marginal_delta,mu_0p125,mu_0p150,0.125,0.15,-0.01686089467640417,-0.1099484413463577,0.07622665199354936,0.9982471180289463,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_marginal_delta,mu_0p125,mu_0p175,0.125,0.175,-0.014831642022936187,-0.10791918869288972,0.07825590464701734,0.9991528955897931,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_marginal_delta,mu_0p125,mu_0p225,0.125,0.225,0.031540220221670356,-0.061547326448283174,0.12462776689162389,0.9522435911940522,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_marginal_delta,mu_0p125,mu_0p300,0.125,0.3,0.05158607086887601,-0.04150147580107752,0.14467361753882954,0.6524335159665917,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_marginal_delta,mu_0p150,mu_0p175,0.15,0.175,0.0020292526534679833,-0.09105829401648555,0.09511679932342151,0.9999999935877991,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_marginal_delta,mu_0p150,mu_0p225,0.15,0.225,0.048401114898074526,-0.044686431771879004,0.14148866156802806,0.7175710476976546,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_marginal_delta,mu_0p150,mu_0p300,0.15,0.3,0.06844696554528018,-0.02464058112467335,0.1615345122152337,0.307527061520093,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_marginal_delta,mu_0p175,mu_0p225,0.175,0.225,0.04637186224460654,-0.04671568442534699,0.13945940891456007,0.7567034150945098,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_marginal_delta,mu_0p175,mu_0p300,0.175,0.3,0.0664177128918122,-0.026669833778141333,0.15950525956176573,0.3441863529872985,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_marginal_delta,mu_0p225,mu_0p300,0.225,0.3,0.020045850647205654,-0.07304169602274788,0.11313339731715918,0.9954149965169767,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_raw,mu_0p075,mu_0p100,0.075,0.1,-0.04451841380962662,-0.7248753809796483,0.6358385533603951,0.9999954123657067,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_raw,mu_0p075,mu_0p125,0.075,0.125,-0.4676126548012327,-1.1479696219712543,0.212744312368789,0.3909550143504127,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_raw,mu_0p075,mu_0p150,0.075,0.15,-1.279304592041214,-1.9596615592112356,-0.5989476248711924,1.1716992536214832e-06,True
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_raw,mu_0p075,mu_0p175,0.075,0.175,-1.2054945804870982,-1.8858515476571198,-0.5251376133170765,5.934331287593686e-06,True
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_raw,mu_0p075,mu_0p225,0.075,0.225,-0.538358556335254,-1.2187155235052756,0.14199841083476772,0.22416054348110304,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_raw,mu_0p075,mu_0p300,0.075,0.3,-0.256322289345972,-0.9366792565159937,0.4240346778240497,0.921878836267395,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_raw,mu_0p100,mu_0p125,0.1,0.125,-0.4230942409916061,-1.1034512081616277,0.2572627261784156,0.5173328430368463,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_raw,mu_0p100,mu_0p150,0.1,0.15,-1.2347861782315874,-1.915143145401609,-0.5544292110615657,3.1453450539675742e-06,True
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_raw,mu_0p100,mu_0p175,0.1,0.175,-1.1609761666774716,-1.8413331338474932,-0.4806191995074499,1.5216143025131856e-05,True
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_raw,mu_0p100,mu_0p225,0.1,0.225,-0.49384014252562736,-1.174197109695649,0.18651682464439434,0.3231360029703785,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_raw,mu_0p100,mu_0p300,0.1,0.3,-0.2118038755363454,-0.8921608427063671,0.4685530916336763,0.968351767271641,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_raw,mu_0p125,mu_0p150,0.125,0.15,-0.8116919372399813,-1.492048904410003,-0.13133497006995964,0.008328726351800042,True
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_raw,mu_0p125,mu_0p175,0.125,0.175,-0.7378819256858655,-1.4182388928558871,-0.05752495851584383,0.023841761762564806,True
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_raw,mu_0p125,mu_0p225,0.125,0.225,-0.07074590153402127,-0.751102868704043,0.6096110656360004,0.9999288464312247,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_raw,mu_0p125,mu_0p300,0.125,0.3,0.2112903654552607,-0.469066601714761,0.8916473326252824,0.968729661820733,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_raw,mu_0p150,mu_0p175,0.15,0.175,0.07381001155411582,-0.6065469556159059,0.7541669787241375,0.9999087381634681,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_raw,mu_0p150,mu_0p225,0.15,0.225,0.7409460357059601,0.06058906853593837,1.4213030028759817,0.02287393896950929,True
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_raw,mu_0p150,mu_0p300,0.15,0.3,1.022982302695242,0.34262533552522034,1.7033392698652636,0.00023364988696328304,True
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_raw,mu_0p175,mu_0p225,0.175,0.225,0.6671360241518443,-0.013220943018177445,1.3474929913218658,0.05866935927329853,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_raw,mu_0p175,mu_0p300,0.175,0.3,0.9491722911411262,0.2688153239711045,1.6295292583111478,0.000889702437510409,True
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_raw,mu_0p225,mu_0p300,0.225,0.3,0.28203626698928197,-0.39832070018073973,0.9623932341593037,0.8813977728196304,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,mu_0p075,mu_0p100,0.075,0.1,0.02411098413039703,-0.2687288049072071,0.31695077316800113,0.9999820520107472,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,mu_0p075,mu_0p125,0.075,0.125,-0.17177238635466052,-0.4646121753922646,0.12106740268294358,0.588138225832928,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,mu_0p075,mu_0p150,0.075,0.15,-0.36657710619363826,-0.6594168952312424,-0.07373731715603415,0.004504960371518374,True
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,mu_0p075,mu_0p175,0.075,0.175,-0.2936582561696208,-0.5864980452072249,-0.0008184671320167203,0.04884744105949901,True
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,mu_0p075,mu_0p225,0.075,0.225,-0.09011048515515219,-0.3829502741927563,0.20272930388245192,0.9701252397430281,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,mu_0p075,mu_0p300,0.075,0.3,-0.04528424987061541,-0.3381240389082195,0.2475555391669887,0.9992859924044016,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,mu_0p100,mu_0p125,0.1,0.125,-0.19588337048505755,-0.48872315952266165,0.09695641855254655,0.4253318637031738,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,mu_0p100,mu_0p150,0.1,0.15,-0.3906880903240353,-0.6835278793616394,-0.09784830128643118,0.0018112350149651624,True
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,mu_0p100,mu_0p175,0.1,0.175,-0.31776924030001785,-0.610609029337622,-0.02492945126241375,0.02371537190722517,True
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,mu_0p100,mu_0p225,0.1,0.225,-0.11422146928554922,-0.4070612583231533,0.1786183197520549,0.908819225205605,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,mu_0p100,mu_0p300,0.1,0.3,-0.06939523400101244,-0.36223502303861654,0.22344455503659166,0.9922922918588245,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,mu_0p125,mu_0p150,0.125,0.15,-0.19480471983897774,-0.48764450887658184,0.09803506919862637,0.4323461770034316,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,mu_0p125,mu_0p175,0.125,0.175,-0.1218858698149603,-0.4147256588525644,0.1709539192226438,0.8793585265952719,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,mu_0p125,mu_0p225,0.125,0.225,0.08166190119950834,-0.21117788783809577,0.37450169023711244,0.9818442852095868,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,mu_0p125,mu_0p300,0.125,0.3,0.1264881364840451,-0.166351652553559,0.4193279255216492,0.8592857664090279,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,mu_0p150,mu_0p175,0.15,0.175,0.07291885002401743,-0.21992093901358667,0.36575863906162154,0.9899578686456809,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,mu_0p150,mu_0p225,0.15,0.225,0.27646662103848607,-0.016373167999118032,0.5693064100760902,0.07835874678977295,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,mu_0p150,mu_0p300,0.15,0.3,0.32129285632302285,0.028453067285418743,0.614132645360627,0.021219040930496647,True
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,mu_0p175,mu_0p225,0.175,0.225,0.20354777101446864,-0.08929201802313547,0.49638756005207274,0.3767816541670872,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,mu_0p175,mu_0p300,0.175,0.3,0.2483740062990054,-0.04446578273859869,0.5412137953366095,0.15642036426081307,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,mu_0p225,mu_0p300,0.225,0.3,0.044826235284536775,-0.24801355375306733,0.3376660243221409,0.9993263932886369,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_marginal_delta,mu_0p075,mu_0p100,0.075,0.1,-0.0028023387793686405,-0.07059510489456412,0.06499042733582684,0.9999997040214365,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_marginal_delta,mu_0p075,mu_0p125,0.075,0.125,-0.052406668968653425,-0.12019943508384891,0.015386097146542058,0.2495394033787286,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_marginal_delta,mu_0p075,mu_0p150,0.075,0.15,-0.08702267501840866,-0.15481544113360413,-0.019229908903213175,0.003188143128656673,True
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_marginal_delta,mu_0p075,mu_0p175,0.075,0.175,-0.07727424015941253,-0.145067006274608,-0.00948147404421705,0.014140278444361054,True
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_marginal_delta,mu_0p075,mu_0p225,0.075,0.225,-0.025187678516991885,-0.09298044463218737,0.0426050875982036,0.9266440510225791,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_marginal_delta,mu_0p075,mu_0p300,0.075,0.3,-0.015910744238618713,-0.0837035103538142,0.05188202187657677,0.9926822591858192,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_marginal_delta,mu_0p100,mu_0p125,0.1,0.125,-0.049604330189284784,-0.11739709630448027,0.018188435925910698,0.3134140800439692,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_marginal_delta,mu_0p100,mu_0p150,0.1,0.15,-0.08422033623904002,-0.15201310235423549,-0.016427570123844534,0.004984739701337171,True
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_marginal_delta,mu_0p100,mu_0p175,0.1,0.175,-0.07447190138004389,-0.14226466749523936,-0.00667913526484841,0.020952062036963093,True
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_marginal_delta,mu_0p100,mu_0p225,0.1,0.225,-0.022385339737623244,-0.09017810585281873,0.04540742637757224,0.9577958857971469,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_marginal_delta,mu_0p100,mu_0p300,0.1,0.3,-0.013108405459250072,-0.08090117157444555,0.05468436065594541,0.9974721650970431,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_marginal_delta,mu_0p125,mu_0p150,0.125,0.15,-0.03461600604975523,-0.10240877216495071,0.03317676006544025,0.7345987235989839,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_marginal_delta,mu_0p125,mu_0p175,0.125,0.175,-0.024867571190759108,-0.09266033730595459,0.042925194924436375,0.9307975742201393,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_marginal_delta,mu_0p125,mu_0p225,0.125,0.225,0.02721899045166154,-0.04057377566353394,0.09501175656685702,0.8965396680842185,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_marginal_delta,mu_0p125,mu_0p300,0.125,0.3,0.03649592473003471,-0.03129684138516077,0.1042886908452302,0.6830250775596232,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_marginal_delta,mu_0p150,mu_0p175,0.15,0.175,0.009748434858996124,-0.05804433125619936,0.07754120097419161,0.9995297414194959,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_marginal_delta,mu_0p150,mu_0p225,0.15,0.225,0.06183499650141677,-0.00595776961377871,0.12962776261661224,0.09979160068822068,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_marginal_delta,mu_0p150,mu_0p300,0.15,0.3,0.07111193077978994,0.0033191646645944622,0.1389046968949854,0.032849005515727225,True
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_marginal_delta,mu_0p175,mu_0p225,0.175,0.225,0.05208656164242065,-0.015706204472774835,0.11987932775761613,0.256393536391725,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_marginal_delta,mu_0p175,mu_0p300,0.175,0.3,0.06136349592079382,-0.006429270194401662,0.1291562620359893,0.10502442979050963,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_marginal_delta,mu_0p225,mu_0p300,0.225,0.3,0.009276934278373172,-0.05851583183682231,0.07706970039356865,0.9996468124594615,False
null,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_raw,mu_0p075,mu_0p100,0.075,0.1,-0.06877487956141337,-0.5873942587525076,0.44984449962968087,0.9997055567382467,False
