graph_type,attack_family,ranking_metric,attack,perturbation_unit,outcome,auc_measure,group1,group2,mu_t_group1,mu_t_group2,mean_difference_group2_minus_group1,ci95_lower,ci95_upper,p_value_tukey_adjusted,reject_tukey_0p05
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p075,mu_0p100,0.075,0.1,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p075,mu_0p125,0.075,0.125,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p075,mu_0p150,0.075,0.15,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p075,mu_0p175,0.075,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p075,mu_0p225,0.075,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p075,mu_0p300,0.075,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p100,mu_0p125,0.1,0.125,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p100,mu_0p150,0.1,0.15,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p100,mu_0p175,0.1,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p100,mu_0p225,0.1,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p100,mu_0p300,0.1,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p125,mu_0p150,0.125,0.15,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p125,mu_0p175,0.125,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p125,mu_0p225,0.125,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p125,mu_0p300,0.125,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p150,mu_0p175,0.15,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p150,mu_0p225,0.15,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p150,mu_0p300,0.15,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p175,mu_0p225,0.175,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p175,mu_0p300,0.175,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p225,mu_0p300,0.225,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p075,mu_0p100,0.075,0.1,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p075,mu_0p125,0.075,0.125,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p075,mu_0p150,0.075,0.15,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p075,mu_0p175,0.075,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p075,mu_0p225,0.075,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p075,mu_0p300,0.075,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p100,mu_0p125,0.1,0.125,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p100,mu_0p150,0.1,0.15,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p100,mu_0p175,0.1,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p100,mu_0p225,0.1,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p100,mu_0p300,0.1,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p125,mu_0p150,0.125,0.15,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p125,mu_0p175,0.125,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p125,mu_0p225,0.125,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p125,mu_0p300,0.125,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p150,mu_0p175,0.15,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p150,mu_0p225,0.15,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p150,mu_0p300,0.15,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p175,mu_0p225,0.175,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p175,mu_0p300,0.175,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p225,mu_0p300,0.225,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p075,mu_0p100,0.075,0.1,-0.026755206025420253,-0.03386378580049758,-0.019646626250342927,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p075,mu_0p125,0.075,0.125,-0.05352721638407043,-0.060635796159147756,-0.046418636608993105,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p075,mu_0p150,0.075,0.15,-0.07798109470508552,-0.08508967448016284,-0.07087251493000819,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p075,mu_0p175,0.075,0.175,-0.10557145536426749,-0.11268003513934481,-0.09846287558919016,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p075,mu_0p225,0.075,0.225,-0.15852907205493838,-0.16563765183001572,-0.15142049227986104,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p075,mu_0p300,0.075,0.3,-0.23915730809406055,-0.2462658878691379,-0.2320487283189832,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p100,mu_0p125,0.1,0.125,-0.026772010358650178,-0.0338805901337275,-0.019663430583572852,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p100,mu_0p150,0.1,0.15,-0.051225888679665266,-0.05833446845474259,-0.04411730890458794,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p100,mu_0p175,0.1,0.175,-0.07881624933884723,-0.08592482911392456,-0.07170766956376991,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p100,mu_0p225,0.1,0.225,-0.13177386602951813,-0.13888244580459547,-0.1246652862544408,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p100,mu_0p300,0.1,0.3,-0.2124021020686403,-0.21951068184371764,-0.20529352229356296,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p125,mu_0p150,0.125,0.15,-0.024453878321015088,-0.03156245809609241,-0.017345298545937762,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p125,mu_0p175,0.125,0.175,-0.052044238980197055,-0.05915281875527438,-0.04493565920511973,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p125,mu_0p225,0.125,0.225,-0.10500185567086795,-0.11211043544594528,-0.09789327589579062,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p125,mu_0p300,0.125,0.3,-0.18563009170999012,-0.19273867148506746,-0.17852151193491278,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p150,mu_0p175,0.15,0.175,-0.027590360659181967,-0.03469894043425929,-0.02048178088410464,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p150,mu_0p225,0.15,0.225,-0.08054797734985286,-0.08765655712493019,-0.07343939757477554,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p150,mu_0p300,0.15,0.3,-0.16117621338897503,-0.16828479316405237,-0.1540676336138977,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p175,mu_0p225,0.175,0.225,-0.052957616690670894,-0.06006619646574822,-0.04584903691559357,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p175,mu_0p300,0.175,0.3,-0.13358585272979306,-0.1406944325048704,-0.12647727295471572,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p225,mu_0p300,0.225,0.3,-0.08062823603912217,-0.0877368158141995,-0.07351965626404484,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p075,mu_0p100,0.075,0.1,0.0,-0.0005063737656779135,0.0005063737656779135,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p075,mu_0p125,0.075,0.125,0.0,-0.0005063737656779135,0.0005063737656779135,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p075,mu_0p150,0.075,0.15,0.0,-0.0005063737656779135,0.0005063737656779135,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p075,mu_0p175,0.075,0.175,0.0,-0.0005063737656779135,0.0005063737656779135,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p075,mu_0p225,0.075,0.225,0.0,-0.0005063737656779135,0.0005063737656779135,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p075,mu_0p300,0.075,0.3,0.0003748703799903625,-0.000131503385687551,0.000881244145668276,0.299423314069587,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p100,mu_0p125,0.1,0.125,0.0,-0.0005063737656779135,0.0005063737656779135,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p100,mu_0p150,0.1,0.15,0.0,-0.0005063737656779135,0.0005063737656779135,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p100,mu_0p175,0.1,0.175,0.0,-0.0005063737656779135,0.0005063737656779135,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p100,mu_0p225,0.1,0.225,0.0,-0.0005063737656779135,0.0005063737656779135,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p100,mu_0p300,0.1,0.3,0.0003748703799903625,-0.000131503385687551,0.000881244145668276,0.299423314069587,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p125,mu_0p150,0.125,0.15,0.0,-0.0005063737656779135,0.0005063737656779135,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p125,mu_0p175,0.125,0.175,0.0,-0.0005063737656779135,0.0005063737656779135,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p125,mu_0p225,0.125,0.225,0.0,-0.0005063737656779135,0.0005063737656779135,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p125,mu_0p300,0.125,0.3,0.0003748703799903625,-0.000131503385687551,0.000881244145668276,0.299423314069587,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p150,mu_0p175,0.15,0.175,0.0,-0.0005063737656779135,0.0005063737656779135,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p150,mu_0p225,0.15,0.225,0.0,-0.0005063737656779135,0.0005063737656779135,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p150,mu_0p300,0.15,0.3,0.0003748703799903625,-0.000131503385687551,0.000881244145668276,0.299423314069587,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p175,mu_0p225,0.175,0.225,0.0,-0.0005063737656779135,0.0005063737656779135,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p175,mu_0p300,0.175,0.3,0.0003748703799903625,-0.000131503385687551,0.000881244145668276,0.299423314069587,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p225,mu_0p300,0.225,0.3,0.0003748703799903625,-0.000131503385687551,0.000881244145668276,0.299423314069587,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,mu_0p100,0.075,0.1,0.0,-0.0007589100259820539,0.0007589100259820539,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,mu_0p125,0.075,0.125,0.0,-0.0007589100259820539,0.0007589100259820539,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,mu_0p150,0.075,0.15,0.0,-0.0007589100259820539,0.0007589100259820539,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,mu_0p175,0.075,0.175,0.0,-0.0007589100259820539,0.0007589100259820539,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,mu_0p225,0.075,0.225,0.0,-0.0007589100259820539,0.0007589100259820539,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,mu_0p300,0.075,0.3,0.0005635016514344276,-0.0001954083745476263,0.0013224116774164813,0.2958842836874419,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p100,mu_0p125,0.1,0.125,0.0,-0.0007589100259820539,0.0007589100259820539,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p100,mu_0p150,0.1,0.15,0.0,-0.0007589100259820539,0.0007589100259820539,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p100,mu_0p175,0.1,0.175,0.0,-0.0007589100259820539,0.0007589100259820539,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p100,mu_0p225,0.1,0.225,0.0,-0.0007589100259820539,0.0007589100259820539,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p100,mu_0p300,0.1,0.3,0.0005635016514344276,-0.0001954083745476263,0.0013224116774164813,0.2958842836874419,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p125,mu_0p150,0.125,0.15,0.0,-0.0007589100259820539,0.0007589100259820539,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p125,mu_0p175,0.125,0.175,0.0,-0.0007589100259820539,0.0007589100259820539,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p125,mu_0p225,0.125,0.225,0.0,-0.0007589100259820539,0.0007589100259820539,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p125,mu_0p300,0.125,0.3,0.0005635016514344276,-0.0001954083745476263,0.0013224116774164813,0.2958842836874419,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p150,mu_0p175,0.15,0.175,0.0,-0.0007589100259820539,0.0007589100259820539,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p150,mu_0p225,0.15,0.225,0.0,-0.0007589100259820539,0.0007589100259820539,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p150,mu_0p300,0.15,0.3,0.0005635016514344276,-0.0001954083745476263,0.0013224116774164813,0.2958842836874419,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p175,mu_0p225,0.175,0.225,0.0,-0.0007589100259820539,0.0007589100259820539,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p175,mu_0p300,0.175,0.3,0.0005635016514344276,-0.0001954083745476263,0.0013224116774164813,0.2958842836874419,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p225,mu_0p300,0.225,0.3,0.0005635016514344276,-0.0001954083745476263,0.0013224116774164813,0.2958842836874419,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p075,mu_0p100,0.075,0.1,-0.026755206025420364,-0.03405626991944315,-0.019454142131397578,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p075,mu_0p125,0.075,0.125,-0.05352721638407043,-0.060828280278093214,-0.04622615249004765,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p075,mu_0p150,0.075,0.15,-0.07798109470508552,-0.0852821585991083,-0.07068003081106274,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p075,mu_0p175,0.075,0.175,-0.10557145536426726,-0.11287251925829005,-0.09827039147024448,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p075,mu_0p225,0.075,0.225,-0.15852907205493838,-0.16583013594896118,-0.15122800816091558,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p075,mu_0p300,0.075,0.3,-0.2395321784740509,-0.2468332423680737,-0.2322311145800281,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p100,mu_0p125,0.1,0.125,-0.026772010358650067,-0.03407307425267285,-0.01947094646462728,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p100,mu_0p150,0.1,0.15,-0.051225888679665155,-0.05852695257368794,-0.04392482478564237,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p100,mu_0p175,0.1,0.175,-0.0788162493388469,-0.08611731323286968,-0.07151518544482412,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p100,mu_0p225,0.1,0.225,-0.13177386602951802,-0.1390749299235408,-0.12447280213549523,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p100,mu_0p300,0.1,0.3,-0.21277697244863053,-0.22007803634265333,-0.20547590855460773,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p125,mu_0p150,0.125,0.15,-0.024453878321015088,-0.03175494221503787,-0.0171528144269923,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p125,mu_0p175,0.125,0.175,-0.05204423898019683,-0.059345302874219616,-0.04474317508617405,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p125,mu_0p225,0.125,0.225,-0.10500185567086795,-0.11230291956489073,-0.09770079177684517,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p125,mu_0p300,0.125,0.3,-0.18600496208998046,-0.19330602598400326,-0.17870389819595767,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p150,mu_0p175,0.15,0.175,-0.027590360659181745,-0.03489142455320453,-0.02028929676515896,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p150,mu_0p225,0.15,0.225,-0.08054797734985286,-0.08784904124387564,-0.07324691345583008,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p150,mu_0p300,0.15,0.3,-0.16155108376896538,-0.16885214766298817,-0.15425001987494258,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p175,mu_0p225,0.175,0.225,-0.05295761669067112,-0.0602586805846939,-0.045656552796648334,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p175,mu_0p300,0.175,0.3,-0.13396072310978363,-0.14126178700380643,-0.12665965921576083,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p225,mu_0p300,0.225,0.3,-0.08100310641911251,-0.0883041703131353,-0.07370204252508973,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p075,mu_0p100,0.075,0.1,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p075,mu_0p125,0.075,0.125,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p075,mu_0p150,0.075,0.15,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p075,mu_0p175,0.075,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p075,mu_0p225,0.075,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p075,mu_0p300,0.075,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p100,mu_0p125,0.1,0.125,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p100,mu_0p150,0.1,0.15,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p100,mu_0p175,0.1,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p100,mu_0p225,0.1,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p100,mu_0p300,0.1,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p125,mu_0p150,0.125,0.15,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p125,mu_0p175,0.125,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p125,mu_0p225,0.125,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p125,mu_0p300,0.125,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p150,mu_0p175,0.15,0.175,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p150,mu_0p225,0.15,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p150,mu_0p300,0.15,0.3,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p175,mu_0p225,0.175,0.225,0.0,0.0,0.0,,False
lfr,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,mu_0p175,mu_0p300,0.175,0.3,0.0,0.0,0.0,,False
