graph_type,attack_family,ranking_metric,attack,perturbation_unit,outcome,auc_measure,group1,group2,mu_t_group1,mu_t_group2,n_group1,n_group2,mean_group1,mean_group2,mean_difference_group2_minus_group1,q_statistic,degrees_of_freedom,ci95_lower,ci95_upper,p_value_games_howell_adjusted,reject_games_howell_0p05
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p075,mu_0p100,0.075,0.1,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p075,mu_0p125,0.075,0.125,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p075,mu_0p150,0.075,0.15,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p075,mu_0p175,0.075,0.175,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p075,mu_0p225,0.075,0.225,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p075,mu_0p300,0.075,0.3,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p100,mu_0p125,0.1,0.125,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p100,mu_0p150,0.1,0.15,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p100,mu_0p175,0.1,0.175,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p100,mu_0p225,0.1,0.225,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p100,mu_0p300,0.1,0.3,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p125,mu_0p150,0.125,0.15,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p125,mu_0p175,0.125,0.175,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p125,mu_0p225,0.125,0.225,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p125,mu_0p300,0.125,0.3,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
