graph_type,attack_family,ranking_metric,attack,perturbation_unit,outcome,auc_measure,group1,group2,mu_t_group1,mu_t_group2,n_group1,n_group2,mean_group1,mean_group2,mean_difference_group2_minus_group1,q_statistic,degrees_of_freedom,ci95_lower,ci95_upper,p_value_games_howell_adjusted,reject_games_howell_0p05
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p150,mu_0p175,0.15,0.175,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p150,mu_0p225,0.15,0.225,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p150,mu_0p300,0.15,0.3,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p175,mu_0p225,0.175,0.225,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p175,mu_0p300,0.175,0.3,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,mu_0p225,mu_0p300,0.225,0.3,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p075,mu_0p100,0.075,0.1,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p075,mu_0p125,0.075,0.125,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p075,mu_0p150,0.075,0.15,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p075,mu_0p175,0.075,0.175,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p075,mu_0p225,0.075,0.225,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p075,mu_0p300,0.075,0.3,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p100,mu_0p125,0.1,0.125,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p100,mu_0p150,0.1,0.15,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p100,mu_0p175,0.1,0.175,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p100,mu_0p225,0.1,0.225,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p100,mu_0p300,0.1,0.3,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p125,mu_0p150,0.125,0.15,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p125,mu_0p175,0.125,0.175,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p125,mu_0p225,0.125,0.225,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p125,mu_0p300,0.125,0.3,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p150,mu_0p175,0.15,0.175,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p150,mu_0p225,0.15,0.225,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p150,mu_0p300,0.15,0.3,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p175,mu_0p225,0.175,0.225,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p175,mu_0p300,0.175,0.3,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_marginal_delta,mu_0p225,mu_0p300,0.225,0.3,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p075,mu_0p100,0.075,0.1,40,40,0.7221325416004333,0.6953773355750127,-0.026755206025420586,24.134627714146852,77.44287726070966,-0.03150116556263121,-0.022009246488209958,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p075,mu_0p125,0.075,0.125,40,40,0.7221325416004333,0.6686053252163626,-0.05352721638407065,48.54496902796854,77.27950575335632,-0.058247966729271114,-0.04880646603887019,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p075,mu_0p150,0.075,0.15,40,40,0.7221325416004333,0.6441514468953476,-0.07798109470508563,61.769261299577586,75.96881089231906,-0.0833885880672973,-0.07257360134287395,4.440892098500626e-15,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p075,mu_0p175,0.075,0.175,40,40,0.7221325416004333,0.6165610862361657,-0.1055714553642676,74.20664364203245,69.86186860402023,-0.11167955120590406,-0.09946335952263113,8.881784197001252e-15,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p075,mu_0p225,0.075,0.225,40,40,0.7221325416004333,0.5636034695454946,-0.1585290720549387,91.09924652211816,59.391688066816286,-0.1660390818127074,-0.15101906229717002,2.853273173286652e-14,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p075,mu_0p300,0.075,0.3,40,40,0.7221325416004333,0.4829752335063726,-0.23915730809406066,115.8149963201233,52.972788169303634,-0.24810643069949442,-0.2302081854886269,1.787459069646502e-14,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p100,mu_0p125,0.1,0.125,40,40,0.6953773355750127,0.6686053252163626,-0.026772010358650067,25.39303183401483,77.9890736348094,-0.031284771738121386,-0.022259248979178747,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p100,mu_0p150,0.1,0.15,40,40,0.6953773355750127,0.6441514468953476,-0.051225888679665044,41.97203155535204,73.58536954024498,-0.056458128455383214,-0.045993648903946874,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p100,mu_0p175,0.1,0.175,40,40,0.6953773355750127,0.6165610862361657,-0.07881624933884701,56.88444485430144,66.58093490534583,-0.08477357837187076,-0.07285892030582326,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p100,mu_0p225,0.1,0.225,40,40,0.6953773355750127,0.5636034695454946,-0.13177386602951813,77.06219904416047,56.576929471563076,-0.1391661641549413,-0.12438156790409495,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p100,mu_0p300,0.1,0.3,40,40,0.6953773355750127,0.4829752335063726,-0.21240210206864008,104.1391374270692,50.90172803017002,-0.22125509196841467,-0.20354911216886548,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p125,mu_0p150,0.125,0.15,40,40,0.6686053252163626,0.6441514468953476,-0.024453878321014977,20.125411048244903,73.20155707115923,-0.029663719269818728,-0.019244037372211226,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p125,mu_0p175,0.125,0.175,40,40,0.6686053252163626,0.6165610862361657,-0.052044238980196944,37.691528842180524,66.11937541843528,-0.05798239350276894,-0.04610608445762495,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p125,mu_0p225,0.125,0.225,40,40,0.6686053252163626,0.5636034695454946,-0.10500185567086806,61.54437625089087,56.208402755315305,-0.11237925489644372,-0.0976244564452924,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p125,mu_0p300,0.125,0.3,40,40,0.6686053252163626,0.4829752335063726,-0.18563009170999,91.1572918743548,50.63611043693837,-0.19447093751533356,-0.17678924590464645,2.1094237467877974e-14,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p150,mu_0p175,0.15,0.175,40,40,0.6441514468953476,0.6165610862361657,-0.027590360659181967,18.253774636205335,75.32911078515987,-0.03406600735099789,-0.02111471396736604,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p150,mu_0p225,0.15,0.225,40,40,0.6441514468953476,0.5636034695454946,-0.08054797734985308,44.415394928706405,65.53372776110443,-0.08834922194795822,-0.07274673275174795,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p150,mu_0p300,0.15,0.3,40,40,0.6441514468953476,0.4829752335063726,-0.16117621338897503,75.77059456523416,57.85067438497386,-0.17036473441246672,-0.15198769236548335,3.885780586188048e-15,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p175,mu_0p225,0.175,0.225,40,40,0.6165610862361657,0.5636034695454946,-0.05295761669067112,27.460856417476645,72.69913203057057,-0.061227888276215656,-0.04468734510512658,3.9968028886505635e-15,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p175,mu_0p300,0.175,0.3,40,40,0.6165610862361657,0.4829752335063726,-0.13358585272979306,60.01209062209797,64.7622343202464,-0.14316498472166742,-0.12400672073791871,2.1094237467877974e-15,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_raw,mu_0p225,mu_0p300,0.225,0.3,40,40,0.5636034695454946,0.4829752335063726,-0.08062823603912195,33.02872529012496,74.78306925357721,-0.09108891737697256,-0.07016755470127134,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p075,mu_0p100,0.075,0.1,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p075,mu_0p125,0.075,0.125,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p075,mu_0p150,0.075,0.15,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p075,mu_0p175,0.075,0.175,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p075,mu_0p225,0.075,0.225,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p075,mu_0p300,0.075,0.3,40,40,0.0,0.0003748703799903625,0.0003748703799903625,1.6623245867458243,39.0,-0.0006160731976437611,0.0013658139576244862,0.8990945629962729,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p100,mu_0p125,0.1,0.125,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p100,mu_0p150,0.1,0.15,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p100,mu_0p175,0.1,0.175,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p100,mu_0p225,0.1,0.225,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p100,mu_0p300,0.1,0.3,40,40,0.0,0.0003748703799903625,0.0003748703799903625,1.6623245867458243,39.0,-0.0006160731976437611,0.0013658139576244862,0.8990945629962729,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p125,mu_0p150,0.125,0.15,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p125,mu_0p175,0.125,0.175,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p125,mu_0p225,0.125,0.225,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p125,mu_0p300,0.125,0.3,40,40,0.0,0.0003748703799903625,0.0003748703799903625,1.6623245867458243,39.0,-0.0006160731976437611,0.0013658139576244862,0.8990945629962729,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p150,mu_0p175,0.15,0.175,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p150,mu_0p225,0.15,0.225,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p150,mu_0p300,0.15,0.3,40,40,0.0,0.0003748703799903625,0.0003748703799903625,1.6623245867458243,39.0,-0.0006160731976437611,0.0013658139576244862,0.8990945629962729,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p175,mu_0p225,0.175,0.225,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p175,mu_0p300,0.175,0.3,40,40,0.0,0.0003748703799903625,0.0003748703799903625,1.6623245867458243,39.0,-0.0006160731976437611,0.0013658139576244862,0.8990945629962729,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,mu_0p225,mu_0p300,0.225,0.3,40,40,0.0,0.0003748703799903625,0.0003748703799903625,1.6623245867458243,39.0,-0.0006160731976437611,0.0013658139576244862,0.8990945629962729,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,mu_0p100,0.075,0.1,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,mu_0p125,0.075,0.125,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,mu_0p150,0.075,0.15,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,mu_0p175,0.075,0.175,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,mu_0p225,0.075,0.225,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p075,mu_0p300,0.075,0.3,40,40,0.0,0.0005635016514344276,0.0005635016514344276,1.6672886830451463,39.0,-0.0009216404851102339,0.0020486437879790893,0.8978120939002432,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p100,mu_0p125,0.1,0.125,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p100,mu_0p150,0.1,0.15,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p100,mu_0p175,0.1,0.175,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p100,mu_0p225,0.1,0.225,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p100,mu_0p300,0.1,0.3,40,40,0.0,0.0005635016514344276,0.0005635016514344276,1.6672886830451463,39.0,-0.0009216404851102339,0.0020486437879790893,0.8978120939002432,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p125,mu_0p150,0.125,0.15,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p125,mu_0p175,0.125,0.175,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p125,mu_0p225,0.125,0.225,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p125,mu_0p300,0.125,0.3,40,40,0.0,0.0005635016514344276,0.0005635016514344276,1.6672886830451463,39.0,-0.0009216404851102339,0.0020486437879790893,0.8978120939002432,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p150,mu_0p175,0.15,0.175,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p150,mu_0p225,0.15,0.225,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p150,mu_0p300,0.15,0.3,40,40,0.0,0.0005635016514344276,0.0005635016514344276,1.6672886830451463,39.0,-0.0009216404851102339,0.0020486437879790893,0.8978120939002432,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p175,mu_0p225,0.175,0.225,40,40,0.0,0.0,0.0,0.0,inf,0.0,0.0,1.0,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p175,mu_0p300,0.175,0.3,40,40,0.0,0.0005635016514344276,0.0005635016514344276,1.6672886830451463,39.0,-0.0009216404851102339,0.0020486437879790893,0.8978120939002432,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_marginal_delta,mu_0p225,mu_0p300,0.225,0.3,40,40,0.0,0.0005635016514344276,0.0005635016514344276,1.6672886830451463,39.0,-0.0009216404851102339,0.0020486437879790893,0.8978120939002432,False
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p075,mu_0p100,0.075,0.1,40,40,0.7221325416004333,0.6953773355750127,-0.026755206025420586,24.13462771414689,77.44287726070971,-0.031501165562631446,-0.02200924648820973,9.547918011776346e-15,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p075,mu_0p125,0.075,0.125,40,40,0.7221325416004333,0.6686053252163626,-0.05352721638407065,48.54496902796851,77.27950575335643,-0.058247966729271274,-0.04880646603887003,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p075,mu_0p150,0.075,0.15,40,40,0.7221325416004333,0.6441514468953476,-0.07798109470508563,61.76926129957759,75.96881089231896,-0.08338858806729717,-0.07257360134287409,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p075,mu_0p175,0.075,0.175,40,40,0.7221325416004333,0.6165610862361657,-0.1055714553642676,74.20664364203225,69.8618686040199,-0.11167955120590414,-0.09946335952263105,1.3433698597964394e-14,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p075,mu_0p225,0.075,0.225,40,40,0.7221325416004333,0.5636034695454946,-0.1585290720549387,91.09924652211836,59.391688066816265,-0.1660390818127069,-0.15101906229717052,3.3306690738754696e-15,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p075,mu_0p300,0.075,0.3,40,40,0.7221325416004333,0.48260036312638227,-0.239532178474051,109.16854576130146,51.2200866160637,-0.24905362210699994,-0.23001073484110207,8.881784197001252e-16,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p100,mu_0p125,0.1,0.125,40,40,0.6953773355750127,0.6686053252163626,-0.026772010358650067,25.393031834014767,77.9890736348094,-0.0312847717381214,-0.022259248979178737,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p100,mu_0p150,0.1,0.15,40,40,0.6953773355750127,0.6441514468953476,-0.051225888679665044,41.97203155535199,73.58536954024494,-0.05645812845538296,-0.04599364890394713,0.0,True
lfr,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_raw,mu_0p100,mu_0p175,0.1,0.175,40,40,0.6953773355750127,0.6165610862361657,-0.07881624933884701,56.88444485430123,66.58093490534561,-0.08477357837187065,-0.07285892030582337,0.0,True
