modularity_regime,mu_t_input,mu_w_input,run_id,replicate_id,attack_family,ranking_metric,attack,perturbation_unit,outcome,auc_lfr,auc_null,delta_auc_lfr_minus_null
mu_0p100,0.1,0.1,45,5,node_redistribution,weighted_betweenness,weighted_betweenness,node,reachability,0.5105258762117824,0.4742608501118568,0.036265026099925546
mu_0p100,0.1,0.1,45,5,node_redistribution,weighted_betweenness,weighted_betweenness,node,spectral_gamma,0.0599009962106606,3.146194026416828,-3.0862930302061677
mu_0p100,0.1,0.1,45,5,node_redistribution,weighted_betweenness,weighted_betweenness,node,spectral_kappa,0.0204520337641948,2.525709182742953,-2.5052571489787585
mu_0p100,0.1,0.1,45,5,node_redistribution,weighted_betweenness,weighted_betweenness,node,weighted_directed_community_assortativity,0.0118271691276642,0.0183823971006296,-0.0065552279729653995
mu_0p100,0.1,0.1,45,5,node_redistribution,weighted_betweenness,weighted_betweenness,node,weighted_directed_community_assortativity_louvain_dynamic,0.0144974231741354,0.1381173777893567,-0.12361995461522131
mu_0p100,0.1,0.1,45,5,node_redistribution,weighted_betweenness,weighted_betweenness,node,weighted_efficiency,0.668169170786258,0.7234640429702986,-0.05529487218404061
mu_0p100,0.1,0.1,45,5,node_redistribution,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,0.0533147691666864,0.0445925625824884,0.008722206584197999
mu_0p100,0.1,0.1,45,5,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity,0.0449070369260752,0.0166412675543852,0.02826576937169
mu_0p100,0.1,0.1,45,5,node_redistribution,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,0.0498908965460651,0.0531827122279795,-0.0032918156819144034
mu_0p100,0.1,0.1,45,5,node_redistribution,weighted_slack,weighted_slack,node,gscc_ratio,0.3661333333333334,0.324,0.04213333333333341
mu_0p100,0.1,0.1,45,5,node_redistribution,weighted_slack,weighted_slack,node,reachability,0.4850162565249815,0.4713155853840418,0.013700671140939702
mu_0p100,0.1,0.1,45,5,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,0.5268352754334477,5.884910596484166,-5.358075321050718
mu_0p100,0.1,0.1,45,5,node_redistribution,weighted_slack,weighted_slack,node,spectral_kappa,0.442803062664421,4.845170120016219,-4.402367057351798
mu_0p100,0.1,0.1,45,5,node_redistribution,weighted_slack,weighted_slack,node,weighted_directed_community_assortativity,0.0115430329608499,0.0124146048359985,-0.000871571875148601
mu_0p100,0.1,0.1,45,5,node_redistribution,weighted_slack,weighted_slack,node,weighted_directed_community_assortativity_louvain_dynamic,0.0307474647481132,0.0881073027843335,-0.0573598380362203
mu_0p100,0.1,0.1,45,5,node_redistribution,weighted_slack,weighted_slack,node,weighted_efficiency,0.7585022804724777,0.7854677747622982,-0.026965494289820535
mu_0p100,0.1,0.1,45,5,node_redistribution,weighted_slack,weighted_slack,node,yuan_out_in_strength_assortativity,0.0720441586752291,0.0297263635641366,0.0423177951110925
mu_0p100,0.1,0.1,45,5,node_removal,out_degree,out_degree,node,community_assortativity,0.0220835008027025,0.0165905584491344,0.005492942353568099
mu_0p100,0.1,0.1,45,5,node_removal,out_degree,out_degree,node,community_assortativity_louvain_dynamic,0.022547448347554,0.0363688583097304,-0.013821409962176397
mu_0p100,0.1,0.1,45,5,node_removal,out_degree,out_degree,node,gscc_ratio,0.3438000000000001,0.3215555555555556,0.02224444444444451
mu_0p100,0.1,0.1,45,5,node_removal,out_degree,out_degree,node,reachability,0.4764384787472036,0.4707224459358688,0.005716032811334759
mu_0p100,0.1,0.1,45,5,node_removal,out_degree,out_degree,node,spectral_gamma,0.561121327227824,7.309436297201027,-6.748314969973203
mu_0p100,0.1,0.1,45,5,node_removal,out_degree,out_degree,node,spectral_kappa,0.4680796553583227,5.803162776535598,-5.335083121177275
mu_0p100,0.1,0.1,45,5,node_removal,out_degree,out_degree,node,weighted_directed_community_assortativity,0.0214226401955936,0.0148447401915735,0.0065779000040201
mu_0p100,0.1,0.1,45,5,node_removal,out_degree,out_degree,node,weighted_directed_community_assortativity_louvain_dynamic,0.0218917600281878,0.0412166962240199,-0.019324936195832098
mu_0p100,0.1,0.1,45,5,node_removal,out_degree,out_degree,node,weighted_efficiency,0.8273676685418676,1.0117133544479242,-0.1843456859060566
mu_0p100,0.1,0.1,45,5,node_removal,out_degree,out_degree,node,yuan_out_in_strength_assortativity,0.0832781412925805,0.0173215062353235,0.065956635057257
mu_0p100,0.1,0.1,45,5,node_removal,out_strength,out_strength,node,community_assortativity,0.0453791665348891,0.0118663503322849,0.0335128162026042
mu_0p100,0.1,0.1,45,5,node_removal,out_strength,out_strength,node,community_assortativity_louvain_dynamic,0.0465076418204332,0.0553598939072055,-0.008852252086772296
mu_0p100,0.1,0.1,45,5,node_removal,out_strength,out_strength,node,gscc_ratio,0.4113333333333334,0.3243777777777778,0.08695555555555556
mu_0p100,0.1,0.1,45,5,node_removal,out_strength,out_strength,node,reachability,0.5070556301267712,0.4715322893363162,0.03552334079045505
mu_0p100,0.1,0.1,45,5,node_removal,out_strength,out_strength,node,spectral_gamma,0.039624626564374,6.81038444595476,-6.770759819390387
mu_0p100,0.1,0.1,45,5,node_removal,out_strength,out_strength,node,spectral_kappa,0.0554110576008586,5.69508502629546,-5.639673968694601
mu_0p100,0.1,0.1,45,5,node_removal,out_strength,out_strength,node,weighted_directed_community_assortativity,0.0520232813464305,0.0100740887595492,0.041949192586881304
mu_0p100,0.1,0.1,45,5,node_removal,out_strength,out_strength,node,weighted_directed_community_assortativity_louvain_dynamic,0.0529568547390524,0.0592561640996627,-0.0062993093606103015
mu_0p100,0.1,0.1,45,5,node_removal,out_strength,out_strength,node,weighted_efficiency,0.89612619661207,1.02504410972583,-0.12891791311376
mu_0p100,0.1,0.1,45,5,node_removal,out_strength,out_strength,node,yuan_out_in_strength_assortativity,0.1417752704375378,0.0563509277799634,0.0854243426575744
mu_0p100,0.1,0.1,45,5,node_removal,random,random,node,community_assortativity,0.009315321297498,0.0105177340765312,-0.0012024127790332007
mu_0p100,0.1,0.1,45,5,node_removal,random,random,node,community_assortativity_louvain_dynamic,0.0104341183960487,0.0668516878733919,-0.056417569477343193
mu_0p100,0.1,0.1,45,5,node_removal,random,random,node,gscc_ratio,0.3591422222222222,0.3282222222222223,0.030919999999999892
mu_0p100,0.1,0.1,45,5,node_removal,random,random,node,reachability,0.4840470395227442,0.4726859060402685,0.011361133482475694
mu_0p100,0.1,0.1,45,5,node_removal,random,random,node,spectral_gamma,0.2371397695081049,5.765502866970532,-5.528363097462427
mu_0p100,0.1,0.1,45,5,node_removal,random,random,node,spectral_kappa,0.2097932047959207,4.594112751603673,-4.384319546807752
mu_0p100,0.1,0.1,45,5,node_removal,random,random,node,weighted_directed_community_assortativity,0.0103389201510083,0.0115570884719307,-0.0012181683209224001
mu_0p100,0.1,0.1,45,5,node_removal,random,random,node,weighted_directed_community_assortativity_louvain_dynamic,0.0119400137984642,0.0734444200691585,-0.0615044062706943
mu_0p100,0.1,0.1,45,5,node_removal,random,random,node,weighted_efficiency,0.8734625800305447,1.0525511836539028,-0.1790886036233581
mu_0p100,0.1,0.1,45,5,node_removal,random,random,node,yuan_out_in_strength_assortativity,0.0631693186322626,0.0220139569671595,0.041155361665103106
mu_0p100,0.1,0.1,45,5,node_removal,weighted_betweenness,weighted_betweenness,node,community_assortativity,0.016263062493729,0.0092568204998564,0.0070062419938726
mu_0p100,0.1,0.1,45,5,node_removal,weighted_betweenness,weighted_betweenness,node,community_assortativity_louvain_dynamic,0.0155561658701658,0.1007827208109825,-0.0852265549408167
mu_0p100,0.1,0.1,45,5,node_removal,weighted_betweenness,weighted_betweenness,node,gscc_ratio,0.4234222222222222,0.3344888888888889,0.08893333333333331
mu_0p100,0.1,0.1,45,5,node_removal,weighted_betweenness,weighted_betweenness,node,reachability,0.5105258762117824,0.4742608501118568,0.036265026099925546
mu_0p100,0.1,0.1,45,5,node_removal,weighted_betweenness,weighted_betweenness,node,spectral_gamma,0.1031964649778802,4.464814618517396,-4.361618153539516
mu_0p100,0.1,0.1,45,5,node_removal,weighted_betweenness,weighted_betweenness,node,spectral_kappa,0.091575993584445,3.6173207732527097,-3.5257447796682646
mu_0p100,0.1,0.1,45,5,node_removal,weighted_betweenness,weighted_betweenness,node,weighted_directed_community_assortativity,0.0109380658424917,0.0096110384223287,0.0013270274201629996
mu_0p100,0.1,0.1,45,5,node_removal,weighted_betweenness,weighted_betweenness,node,weighted_directed_community_assortativity_louvain_dynamic,0.0113131440871644,0.1078174883217098,-0.0965043442345454
mu_0p100,0.1,0.1,45,5,node_removal,weighted_betweenness,weighted_betweenness,node,weighted_efficiency,0.95840635827399,1.0843944290030847,-0.12598807072909468
mu_0p100,0.1,0.1,45,5,node_removal,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,0.0462067923629345,0.0393011778620341,0.006905614500900395
mu_0p100,0.1,0.1,45,5,node_removal,weighted_slack,weighted_slack,node,community_assortativity,0.0449070369260752,0.0166412675543852,0.02826576937169
mu_0p100,0.1,0.1,45,5,node_removal,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,0.0519006246278265,0.0672976890682283,-0.015397064440401807
mu_0p100,0.1,0.1,45,5,node_removal,weighted_slack,weighted_slack,node,gscc_ratio,0.3661333333333334,0.324,0.04213333333333341
mu_0p100,0.1,0.1,45,5,node_removal,weighted_slack,weighted_slack,node,reachability,0.4850162565249815,0.4713155853840418,0.013700671140939702
mu_0p100,0.1,0.1,45,5,node_removal,weighted_slack,weighted_slack,node,spectral_gamma,0.6253092458775116,7.3805870304038494,-6.755277784526338
mu_0p100,0.1,0.1,45,5,node_removal,weighted_slack,weighted_slack,node,spectral_kappa,0.5123831548333805,5.936927687046412,-5.424544532213031
mu_0p100,0.1,0.1,45,5,node_removal,weighted_slack,weighted_slack,node,weighted_directed_community_assortativity,0.0387751674993333,0.0176670836686674,0.021108083830665904
mu_0p100,0.1,0.1,45,5,node_removal,weighted_slack,weighted_slack,node,weighted_directed_community_assortativity_louvain_dynamic,0.049946105571577,0.0756751550955254,-0.025729049523948402
mu_0p100,0.1,0.1,45,5,node_removal,weighted_slack,weighted_slack,node,weighted_efficiency,0.8779482794859628,1.0388340941487413,-0.16088581466277851
mu_0p100,0.1,0.1,45,5,node_removal,weighted_slack,weighted_slack,node,yuan_out_in_strength_assortativity,0.089369471119331,0.0352194769945215,0.054149994124809496
mu_0p100,0.1,0.1,46,6,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,0.0,0.0,0.0
mu_0p100,0.1,0.1,46,6,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,0.0,0.0051196262007415,-0.0051196262007415
mu_0p100,0.1,0.1,46,6,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,0.0,0.0,0.0
mu_0p100,0.1,0.1,46,6,edge_weakening,edge_weight,edge_weight,edge,reachability,0.0,0.0,0.0
mu_0p100,0.1,0.1,46,6,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,0.4185020989104866,3.2660761037802373,-2.8475740048697507
mu_0p100,0.1,0.1,46,6,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,0.3247964455950054,2.934724858850531,-2.6099284132555254
mu_0p100,0.1,0.1,46,6,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,0.0171378978637664,0.00195298619451,0.015184911669256401
mu_0p100,0.1,0.1,46,6,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,0.0171378978637664,0.0066629511058982,0.010474946757868201
mu_0p100,0.1,0.1,46,6,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,0.3475150755033606,0.4060098250312072,-0.05849474952784661
mu_0p100,0.1,0.1,46,6,edge_weakening,edge_weight,edge_weight,edge,yuan_out_in_strength_assortativity,0.0349482247271296,0.0195774958582508,0.015370728868878799
mu_0p100,0.1,0.1,46,6,edge_weakening,random_edge,random_edge,edge,community_assortativity,0.0,0.0,0.0
mu_0p100,0.1,0.1,46,6,edge_weakening,random_edge,random_edge,edge,community_assortativity_louvain_dynamic,0.0,0.0117123024060874,-0.0117123024060874
mu_0p100,0.1,0.1,46,6,edge_weakening,random_edge,random_edge,edge,gscc_ratio,0.0,0.0,0.0
mu_0p100,0.1,0.1,46,6,edge_weakening,random_edge,random_edge,edge,reachability,0.0,0.0,0.0
mu_0p100,0.1,0.1,46,6,edge_weakening,random_edge,random_edge,edge,spectral_gamma,0.3226042023574004,3.797001342556864,-3.4743971401994638
mu_0p100,0.1,0.1,46,6,edge_weakening,random_edge,random_edge,edge,spectral_kappa,0.3740432718269721,3.173249867395476,-2.799206595568504
mu_0p100,0.1,0.1,46,6,edge_weakening,random_edge,random_edge,edge,weighted_directed_community_assortativity,0.0025517022055799,0.0020042558560422,0.0005474463495377
mu_0p100,0.1,0.1,46,6,edge_weakening,random_edge,random_edge,edge,weighted_directed_community_assortativity_louvain_dynamic,0.0025517022055799,0.0108651351660487,-0.0083134329604688
mu_0p100,0.1,0.1,46,6,edge_weakening,random_edge,random_edge,edge,weighted_efficiency,0.2602602667864681,0.3039652747094636,-0.04370500792299553
mu_0p100,0.1,0.1,46,6,edge_weakening,random_edge,random_edge,edge,yuan_out_in_strength_assortativity,0.0140629754532775,0.0302368821967029,-0.0161739067434254
mu_0p100,0.1,0.1,46,6,edge_weakening,spectral_gamma,spectral_gamma,edge,community_assortativity,0.0,0.0,0.0
mu_0p100,0.1,0.1,46,6,edge_weakening,spectral_gamma,spectral_gamma,edge,community_assortativity_louvain_dynamic,0.0,0.0104622708067151,-0.0104622708067151
mu_0p100,0.1,0.1,46,6,edge_weakening,spectral_gamma,spectral_gamma,edge,gscc_ratio,0.0,0.0,0.0
mu_0p100,0.1,0.1,46,6,edge_weakening,spectral_gamma,spectral_gamma,edge,reachability,0.0,0.0,0.0
mu_0p100,0.1,0.1,46,6,edge_weakening,spectral_gamma,spectral_gamma,edge,spectral_gamma,1.4695514516595949,7.808744027287739,-6.339192575628144
mu_0p100,0.1,0.1,46,6,edge_weakening,spectral_gamma,spectral_gamma,edge,spectral_kappa,1.1769748482116853,6.159928801812045,-4.98295395360036
mu_0p100,0.1,0.1,46,6,edge_weakening,spectral_gamma,spectral_gamma,edge,weighted_directed_community_assortativity,0.007626623413842,0.0044220810832293,0.0032045423306127
mu_0p100,0.1,0.1,46,6,edge_weakening,spectral_gamma,spectral_gamma,edge,weighted_directed_community_assortativity_louvain_dynamic,0.007626623413842,0.011879858627485,-0.004253235213643
mu_0p100,0.1,0.1,46,6,edge_weakening,spectral_gamma,spectral_gamma,edge,weighted_efficiency,0.3231297948207815,0.3188025776556825,0.00432721716509904
mu_0p100,0.1,0.1,46,6,edge_weakening,spectral_gamma,spectral_gamma,edge,yuan_out_in_strength_assortativity,0.0181576005543968,0.0343229716279656,-0.016165371073568798
mu_0p100,0.1,0.1,46,6,edge_weakening,spectral_kappa,spectral_kappa,edge,community_assortativity,0.0,0.0,0.0
mu_0p100,0.1,0.1,46,6,edge_weakening,spectral_kappa,spectral_kappa,edge,community_assortativity_louvain_dynamic,0.0,0.0126368998102758,-0.0126368998102758
mu_0p100,0.1,0.1,46,6,edge_weakening,spectral_kappa,spectral_kappa,edge,gscc_ratio,0.0,0.0,0.0
mu_0p100,0.1,0.1,46,6,edge_weakening,spectral_kappa,spectral_kappa,edge,reachability,0.0,0.0,0.0
mu_0p100,0.1,0.1,46,6,edge_weakening,spectral_kappa,spectral_kappa,edge,spectral_gamma,1.49002016966791,7.9081858532077245,-6.418165683539814
mu_0p100,0.1,0.1,46,6,edge_weakening,spectral_kappa,spectral_kappa,edge,spectral_kappa,1.2035997282007,6.682489652878538,-5.478889924677838
mu_0p100,0.1,0.1,46,6,edge_weakening,spectral_kappa,spectral_kappa,edge,weighted_directed_community_assortativity,0.0096543912396779,0.0016189674801087,0.0080354237595692
mu_0p100,0.1,0.1,46,6,edge_weakening,spectral_kappa,spectral_kappa,edge,weighted_directed_community_assortativity_louvain_dynamic,0.0096543912396779,0.0125138519939809,-0.0028594607543029997
mu_0p100,0.1,0.1,46,6,edge_weakening,spectral_kappa,spectral_kappa,edge,weighted_efficiency,0.3457945058929542,0.3599974675863604,-0.014202961693406235
mu_0p100,0.1,0.1,46,6,edge_weakening,spectral_kappa,spectral_kappa,edge,yuan_out_in_strength_assortativity,0.0216966000543434,0.0130878413182722,0.008608758736071202
mu_0p100,0.1,0.1,46,6,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity,0.0,0.0,0.0
mu_0p100,0.1,0.1,46,6,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,0.0,0.0043026819614567,-0.0043026819614567
mu_0p100,0.1,0.1,46,6,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,0.0,0.0,0.0
mu_0p100,0.1,0.1,46,6,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,0.0,0.0,0.0
mu_0p100,0.1,0.1,46,6,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,0.9977538181108772,4.521720005614653,-3.5239661875037758
mu_0p100,0.1,0.1,46,6,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,0.8104101411683614,4.215252201054546,-3.4048420598861844
mu_0p100,0.1,0.1,46,6,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,0.0253238521218117,0.0016863582725714,0.023637493849240302
mu_0p100,0.1,0.1,46,6,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,0.0253238521218117,0.0048705422808704,0.0204533098409413
mu_0p100,0.1,0.1,46,6,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_efficiency,0.4352610299403096,0.4388291063421483,-0.0035680764018387046
mu_0p100,0.1,0.1,46,6,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,yuan_out_in_strength_assortativity,0.0107455720986558,0.0311298040948473,-0.0203842319961915
mu_0p100,0.1,0.1,46,6,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,community_assortativity,0.0,0.0,0.0
mu_0p100,0.1,0.1,46,6,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,community_assortativity_louvain_dynamic,0.0,0.0116406909125466,-0.0116406909125466
mu_0p100,0.1,0.1,46,6,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,gscc_ratio,0.0,0.0,0.0
mu_0p100,0.1,0.1,46,6,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,reachability,0.0,0.0,0.0
mu_0p100,0.1,0.1,46,6,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,0.3311368099961699,3.131037089219905,-2.799900279223735
mu_0p100,0.1,0.1,46,6,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,0.286683528118228,2.7889288804970542,-2.5022453523788264
mu_0p100,0.1,0.1,46,6,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,weighted_directed_community_assortativity,0.0016969436890252,0.0023702258883079,-0.0006732821992827
mu_0p100,0.1,0.1,46,6,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,weighted_directed_community_assortativity_louvain_dynamic,0.0016969436890252,0.0091638771051905,-0.0074669334161652995
mu_0p100,0.1,0.1,46,6,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,weighted_efficiency,0.1288693264908733,0.152331418810277,-0.023462092319403716
mu_0p100,0.1,0.1,46,6,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,yuan_out_in_strength_assortativity,0.0194350813752506,0.01086137592702,0.008573705448230601
mu_0p100,0.1,0.1,46,6,edge_weakening_random_subset,weighted_edge_betweenness_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,community_assortativity,0.0,0.0,0.0
mu_0p100,0.1,0.1,46,6,edge_weakening_random_subset,weighted_edge_betweenness_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,community_assortativity_louvain_dynamic,0.0,0.0090088004739565,-0.0090088004739565
mu_0p100,0.1,0.1,46,6,edge_weakening_random_subset,weighted_edge_betweenness_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,gscc_ratio,0.0,0.0,0.0
mu_0p100,0.1,0.1,46,6,edge_weakening_random_subset,weighted_edge_betweenness_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,reachability,0.0,0.0,0.0
mu_0p100,0.1,0.1,46,6,edge_weakening_random_subset,weighted_edge_betweenness_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,0.9910337279299232,4.753491800286907,-3.762458072356984
mu_0p100,0.1,0.1,46,6,edge_weakening_random_subset,weighted_edge_betweenness_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,0.7908768804002184,4.112444735016961,-3.3215678546167426
mu_0p100,0.1,0.1,46,6,edge_weakening_random_subset,weighted_edge_betweenness_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,weighted_directed_community_assortativity,0.0355407848291127,0.000431322267,0.0351094625621127
mu_0p100,0.1,0.1,46,6,edge_weakening_random_subset,weighted_edge_betweenness_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,weighted_directed_community_assortativity_louvain_dynamic,0.0355407848291127,0.0092162249613752,0.0263245598677375
mu_0p100,0.1,0.1,46,6,edge_weakening_random_subset,weighted_edge_betweenness_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,weighted_efficiency,0.3451036753083532,0.3038676977945265,0.04123597751382668
mu_0p100,0.1,0.1,46,6,edge_weakening_random_subset,weighted_edge_betweenness_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,yuan_out_in_strength_assortativity,0.0076923801330386,0.0129336485553816,-0.005241268422343001
mu_0p100,0.1,0.1,46,6,node_redistribution,out_degree,out_degree,node,community_assortativity,0.0145504496762634,0.0077607447633044,0.006789704912959
mu_0p100,0.1,0.1,46,6,node_redistribution,out_degree,out_degree,node,community_assortativity_louvain_dynamic,0.0145504496762633,0.0419254459414245,-0.027374996265161197
mu_0p100,0.1,0.1,46,6,node_redistribution,out_degree,out_degree,node,gscc_ratio,0.3212222222222223,0.3247111111111112,-0.0034888888888888747
mu_0p100,0.1,0.1,46,6,node_redistribution,out_degree,out_degree,node,reachability,0.4706868008948547,0.4718034302759135,-0.0011166293810587757
mu_0p100,0.1,0.1,46,6,node_redistribution,out_degree,out_degree,node,spectral_gamma,0.6276313439931476,5.302183119083761,-4.674551775090613
mu_0p100,0.1,0.1,46,6,node_redistribution,out_degree,out_degree,node,spectral_kappa,0.597342896163772,4.455866251511896,-3.858523355348124
mu_0p100,0.1,0.1,46,6,node_redistribution,out_degree,out_degree,node,weighted_directed_community_assortativity,0.0103094334736144,0.0051065661935279,0.005202867280086499
mu_0p100,0.1,0.1,46,6,node_redistribution,out_degree,out_degree,node,weighted_directed_community_assortativity_louvain_dynamic,0.0103094334736144,0.0552058676144754,-0.044896434140861
mu_0p100,0.1,0.1,46,6,node_redistribution,out_degree,out_degree,node,weighted_efficiency,0.6948899322259143,0.829119057558604,-0.1342291253326897
mu_0p100,0.1,0.1,46,6,node_redistribution,out_degree,out_degree,node,yuan_out_in_strength_assortativity,0.0228470879473273,0.0252030603171918,-0.0023559723698645015
mu_0p100,0.1,0.1,46,6,node_redistribution,out_strength,out_strength,node,community_assortativity,0.0224409460790524,0.0123403461413247,0.0101005999377277
mu_0p100,0.1,0.1,46,6,node_redistribution,out_strength,out_strength,node,community_assortativity_louvain_dynamic,0.0220974161506588,0.0436379293065444,-0.0215405131558856
mu_0p100,0.1,0.1,46,6,node_redistribution,out_strength,out_strength,node,gscc_ratio,0.3405777777777778,0.3243555555555556,0.016222222222222193
mu_0p100,0.1,0.1,46,6,node_redistribution,out_strength,out_strength,node,reachability,0.4755193139448174,0.4717478001491425,0.0037715137956748634
mu_0p100,0.1,0.1,46,6,node_redistribution,out_strength,out_strength,node,spectral_gamma,0.6993560557455156,2.780834422515142,-2.0814783667696264
mu_0p100,0.1,0.1,46,6,node_redistribution,out_strength,out_strength,node,spectral_kappa,0.6426251887675127,2.641197965733914,-1.9985727769664015
mu_0p100,0.1,0.1,46,6,node_redistribution,out_strength,out_strength,node,weighted_directed_community_assortativity,0.0257978105630924,0.0098861887028576,0.0159116218602348
mu_0p100,0.1,0.1,46,6,node_redistribution,out_strength,out_strength,node,weighted_directed_community_assortativity_louvain_dynamic,0.0268118796785294,0.077336271357582,-0.05052439167905261
mu_0p100,0.1,0.1,46,6,node_redistribution,out_strength,out_strength,node,weighted_efficiency,0.7303156310774951,0.8050345065443683,-0.07471887546687317
mu_0p100,0.1,0.1,46,6,node_redistribution,out_strength,out_strength,node,yuan_out_in_strength_assortativity,0.0560322467293631,0.0200181101442818,0.0360141365850813
mu_0p100,0.1,0.1,46,6,node_redistribution,random,random,node,community_assortativity,0.0094115238364413,0.0124350860737299,-0.0030235622372886007
mu_0p100,0.1,0.1,46,6,node_redistribution,random,random,node,community_assortativity_louvain_dynamic,0.0093066595480658,0.0547918911283361,-0.045485231580270305
mu_0p100,0.1,0.1,46,6,node_redistribution,random,random,node,gscc_ratio,0.3426266666666667,0.3268622222222223,0.015764444444444414
mu_0p100,0.1,0.1,46,6,node_redistribution,random,random,node,reachability,0.4759992841163312,0.4722543773303504,0.0037449067859807728
mu_0p100,0.1,0.1,46,6,node_redistribution,random,random,node,spectral_gamma,0.3186074571593614,4.408167255921037,-4.089559798761676
mu_0p100,0.1,0.1,46,6,node_redistribution,random,random,node,spectral_kappa,0.322452259383318,3.9619706556,-3.639518396216682
mu_0p100,0.1,0.1,46,6,node_redistribution,random,random,node,weighted_directed_community_assortativity,0.0125069390238861,0.0121748633037894,0.0003320757200967004
mu_0p100,0.1,0.1,46,6,node_redistribution,random,random,node,weighted_directed_community_assortativity_louvain_dynamic,0.0133835935372438,0.0892989159226189,-0.0759153223853751
mu_0p100,0.1,0.1,46,6,node_redistribution,random,random,node,weighted_efficiency,0.6806067726432777,0.7762519924073911,-0.09564521976411333
mu_0p100,0.1,0.1,46,6,node_redistribution,random,random,node,yuan_out_in_strength_assortativity,0.0339857881941868,0.0348609901703381,-0.0008752019761512977
mu_0p100,0.1,0.1,46,6,node_redistribution,weighted_betweenness,weighted_betweenness,node,community_assortativity,0.0084142140080315,0.0157079340381184,-0.0072937200300869
mu_0p100,0.1,0.1,46,6,node_redistribution,weighted_betweenness,weighted_betweenness,node,community_assortativity_louvain_dynamic,0.0290301533056503,0.1012675728522909,-0.0722374195466406
mu_0p100,0.1,0.1,46,6,node_redistribution,weighted_betweenness,weighted_betweenness,node,gscc_ratio,0.3617333333333333,0.3371777777777778,0.024555555555555497
mu_0p100,0.1,0.1,46,6,node_redistribution,weighted_betweenness,weighted_betweenness,node,reachability,0.4823786726323639,0.4741779269202089,0.008200745712155011
mu_0p100,0.1,0.1,46,6,node_redistribution,weighted_betweenness,weighted_betweenness,node,spectral_gamma,0.0666713879187225,3.477944048355418,-3.4112726604366954
mu_0p100,0.1,0.1,46,6,node_redistribution,weighted_betweenness,weighted_betweenness,node,spectral_kappa,0.0844837996704091,3.5287414617519595,-3.4442576620815504
