modularity_regime,mu_t_input,mu_w_input,attack_family,ranking_metric,attack,perturbation_unit,outcome,auc_measure,n_pairs,mean_auc_lfr,mean_auc_null,mean_delta_auc_lfr_minus_null,sd_delta_auc,se_delta_auc,ci95_lower_delta_auc,ci95_upper_delta_auc,t_statistic,p_value_two_sided,cohen_dz,p_holm_across_mu,significant_holm_0p05,realised_qw
mu_0p100,0.1,0.1,node_redistribution,weighted_slack,weighted_slack,node,reachability,auc_abs_delta,40,0.46042888516032826,0.47297113721103656,-0.01254225205070841,0.03447175178804002,0.005450462529309416,-0.02356685311874316,-0.0015176509826736583,-2.3011353592953765,0.026814367981603273,-0.3638414469861653,0.08044310394480982,False,0.6625191280665359
mu_0p100,0.1,0.1,node_redistribution,weighted_slack,weighted_slack,node,spectral_gamma,auc_abs_delta,25,0.36694898325225167,4.036620873580276,-3.669671890328023,1.7308000363574905,0.3461600072714981,-4.384111031428813,-2.955232749227233,-10.601085663399147,1.5532831326128379e-10,-2.1202171326798296,3.1065662652256757e-10,True,0.6625191280665359
mu_0p100,0.1,0.1,node_redistribution,weighted_slack,weighted_slack,node,spectral_kappa,auc_abs_delta,25,0.3256144573641735,3.4736064859648685,-3.147992028600695,1.3742443148430554,0.2748488629686111,-3.7152522015467087,-2.5807318556546814,-11.453538481475213,3.259670805859398e-11,-2.290707696295043,6.519341611718796e-11,True,0.6625191280665359
mu_0p100,0.1,0.1,node_redistribution,weighted_slack,weighted_slack,node,weighted_directed_community_assortativity,auc_abs_delta,40,0.02648851465641657,0.022247630916889187,0.004240883739527386,0.017486849639689838,0.0027649136981157322,-0.0013516820923365654,0.009833449571391338,1.5338213783734072,0.1331468075297989,0.24251845397594476,0.2662936150595978,False,0.6625191280665359
mu_0p100,0.1,0.1,node_redistribution,weighted_slack,weighted_slack,node,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,40,0.04130385286481978,0.1020963233235181,-0.060792470458698324,0.0230785577348216,0.0036490403776866247,-0.06817335129749257,-0.053411589619904075,-16.65985140379258,2.499282429483748e-19,-2.6341537957969043,1.2496412147418741e-18,True,0.6625191280665359
mu_0p100,0.1,0.1,node_redistribution,weighted_slack,weighted_slack,node,weighted_efficiency,auc_abs_delta,40,0.7391391775360111,0.7986955202335583,-0.059556342697547185,0.038381109198247776,0.006068586209505102,-0.07183121692097345,-0.047281468474120916,-9.813874375594319,4.3446234848937576e-12,-1.5517097848820411,2.6067740909362545e-11,True,0.6625191280665359
mu_0p100,0.1,0.1,node_redistribution,weighted_slack,weighted_slack,node,yuan_out_in_strength_assortativity,auc_abs_delta,40,0.047483715628938286,0.037543242567179905,0.009940473061758378,0.03252399478461961,0.0051424951063417735,-0.0004612050961726021,0.02034215121968936,1.9330058378664654,0.06051963457766005,0.3056350589030092,0.18155890373298014,False,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,out_degree,out_degree,node,community_assortativity,auc_abs_delta,40,0.010010611316845235,0.013620153630422849,-0.0036095423135776147,0.007539822631006523,0.001192150633383195,-0.0060208945750378755,-0.0011981900521173534,-3.0277569063014487,0.0043523842737715895,-0.47873040126087973,0.014868460880832522,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,out_degree,out_degree,node,community_assortativity_louvain_dynamic,auc_abs_delta,40,0.012425070441229176,0.05393711968511698,-0.04151204924388781,0.013219514567431085,0.0020901887797428885,-0.04573985510983646,-0.037284243377939154,-19.860430620527087,5.355078384903025e-22,-3.140209803630841,2.14203135396121e-21,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,out_degree,out_degree,node,gscc_ratio,auc_abs_delta,40,0.30047111111111113,0.3244883333333334,-0.024017222222222225,0.044916932507622014,0.007101990611607197,-0.03838235414650642,-0.009652090297938029,-3.3817592187420633,0.0016493434912781644,-0.5347030814748249,0.008246717456390822,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,out_degree,out_degree,node,reachability,auc_abs_delta,40,0.4409410700969426,0.47168148023862794,-0.03074041014168529,0.04424012997792638,0.0069949787356071,-0.04488909011604799,-0.016591730167322592,-4.394639541247627,8.27203164717268e-05,-0.6948535222889992,0.0004963218988303608,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,out_degree,out_degree,node,spectral_gamma,auc_abs_delta,25,0.7640033908878054,5.8096493841168035,-5.045645993228998,2.155908652683182,0.4311817305366364,-5.935561346683842,-4.155730639774154,-11.70190116113995,2.1001079349418065e-11,-2.34038023222799,4.200215869883613e-11,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,out_degree,out_degree,node,spectral_kappa,auc_abs_delta,25,0.6742473571924035,4.8958683580907385,-4.221621000898335,1.7956135096218604,0.35912270192437207,-4.962813828848015,-3.480428172948655,-11.755372128458115,1.9121121230400214e-11,-2.351074425691623,3.824224246080043e-11,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,out_degree,out_degree,node,weighted_directed_community_assortativity,auc_abs_delta,40,0.009149716671689895,0.01453587186241102,-0.005386155190721125,0.006747364113781679,0.001066851940101681,-0.007544066922988396,-0.003228243458453853,-5.048643572985183,1.0740721536562901e-05,-0.7982606392501855,6.444432921937741e-05,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,out_degree,out_degree,node,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,40,0.011186263004598823,0.05942745838762968,-0.048241195383030865,0.014136781500013584,0.0022352214162087293,-0.05276235744586797,-0.04372003332019376,-21.582289357649035,2.724046097393248e-23,-3.4124595745491653,5.448092194786495e-23,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,out_degree,out_degree,node,weighted_efficiency,auc_abs_delta,40,0.8368278990308144,1.053206851195458,-0.2163789521646436,0.07215473311996698,0.011408665031034151,-0.23945515533265727,-0.19330274899662991,-18.966193816370616,2.739317107388076e-21,-2.9988185501966225,2.739317107388076e-21,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,out_degree,out_degree,node,yuan_out_in_strength_assortativity,auc_abs_delta,40,0.04793003762004158,0.03275394953509899,0.015176088084942595,0.027286213407169895,0.0043143291544040134,0.006449533678279723,0.023902642491605466,3.5176008927021782,0.0011228575612201833,0.5561815360190224,0.00336857268366055,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,out_strength,out_strength,node,community_assortativity,auc_abs_delta,40,0.028156408906654697,0.015011153748111239,0.013145255158543461,0.014766131479495508,0.002334730385235885,0.008422817207592909,0.017867693109494015,5.6303097101361255,1.6889796215002961e-06,0.8902301308096287,8.44489810750148e-06,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,out_strength,out_strength,node,community_assortativity_louvain_dynamic,auc_abs_delta,40,0.030742663211486866,0.06341825443373708,-0.032675591222250215,0.018808566254319415,0.002973895444291557,-0.03869086253455743,-0.026660319909942994,-10.9874714274073,1.6636621071890537e-13,-1.7372717718314237,9.981972643134323e-13,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,out_strength,out_strength,node,gscc_ratio,auc_abs_delta,40,0.3248444444444445,0.32600944444444446,-0.0011650000000000007,0.04654156094184476,0.007358866921788043,-0.01604971330445954,0.013719713304459539,-0.15831241580829283,0.8750275387002053,-0.02503139079189259,1.0,False,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,out_strength,out_strength,node,reachability,auc_abs_delta,40,0.45068298284862046,0.4721060290827742,-0.021423046234153625,0.04263172134670322,0.00674066700146015,-0.03505733217299849,-0.007788760295308762,-3.1781789887429546,0.0028988735401074546,-0.5025142208059188,0.017393241240644727,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,out_strength,out_strength,node,spectral_gamma,auc_abs_delta,25,0.6689967728818683,5.564160915846563,-4.8951641429646955,2.119613182579909,0.42392263651598183,-5.770097462711589,-4.020230823217802,-11.54730538382125,2.7589723936991334e-11,-2.30946107676425,5.517944787398267e-11,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,out_strength,out_strength,node,spectral_kappa,auc_abs_delta,25,0.5978879187605215,4.726123937504114,-4.128236018743592,1.7476785016177354,0.3495357003235471,-4.849642247879004,-3.4068297896081803,-11.810627683874056,1.7360615352759727e-11,-2.3621255367748115,3.4721230705519453e-11,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,out_strength,out_strength,node,weighted_directed_community_assortativity,auc_abs_delta,40,0.03516452849322272,0.015480037743440797,0.01968449074978192,0.01726294521987732,0.002729511300876428,0.014163533025361443,0.025205448474202398,7.211727148175338,1.0992998040492798e-08,1.1402741825952345,4.397199216197119e-08,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,out_strength,out_strength,node,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,40,0.036963436476573776,0.06970871049046763,-0.032745274013893856,0.01915619273323751,0.0030288600167098414,-0.038871721667755245,-0.026618826360032467,-10.811088605363826,2.6856368344988176e-13,-1.7093831989421475,1.6113821006992907e-12,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,out_strength,out_strength,node,weighted_efficiency,auc_abs_delta,40,0.8776797079499584,1.06445182559349,-0.1867721176435318,0.06774903664013208,0.010712063253250933,-0.2084393107207419,-0.1651049245663217,-17.435680991414007,5.199197046466428e-20,-2.7568232244485484,1.0398394092932856e-19,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,out_strength,out_strength,node,yuan_out_in_strength_assortativity,auc_abs_delta,40,0.08558491466583706,0.0304086253150594,0.05517628935077765,0.038578692403947665,0.006099826857375562,0.042838224952567734,0.06751435374898757,9.045550085419496,4.0481740835468356e-11,1.4302270479528123,2.428904450128101e-10,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,random,random,node,community_assortativity,auc_abs_delta,40,0.010177675125132369,0.015433717429302371,-0.005256042304170006,0.0044903697691355176,0.0007099898003416345,-0.0066921322266397425,-0.003819952381700269,-7.40298283389549,6.032635944760898e-09,-1.1705143617118852,3.619581566856539e-08,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,random,random,node,community_assortativity_louvain_dynamic,auc_abs_delta,40,0.013445916676224268,0.07042218743097954,-0.056976270754755275,0.008848642147454842,0.00139909316928604,-0.059806203804555605,-0.054146337704954944,-40.723714478450624,1.4232669144908038e-33,-6.438984626713999,7.116334572454019e-33,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,random,random,node,gscc_ratio,auc_abs_delta,40,0.31577044444444446,0.32790833333333336,-0.01213788888888891,0.039009596416603204,0.006167958764020438,-0.02461376307603421,0.0003379852982563908,-1.96789397485808,0.05621987898671344,-0.311151357713683,0.22487951594685376,False,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,random,random,node,reachability,auc_abs_delta,40,0.44676520805369135,0.4725511953765847,-0.025785987322893368,0.041861300308163166,0.006618852739505203,-0.039173880660150984,-0.012398093985635756,-3.895839405670327,0.00037341978990420904,-0.6159862960077466,0.002240518739425254,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,random,random,node,spectral_gamma,auc_abs_delta,25,0.5721508508744614,5.338259399836501,-4.7661085489620385,0.7964470334769375,0.1592894066953875,-5.0948657263232295,-4.4373513716008475,-29.92106410488658,1.636164839778719e-20,-5.984212820977316,3.272329679557438e-20,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,random,random,node,spectral_kappa,auc_abs_delta,25,0.5157437026308692,4.533583885694786,-4.0178401830639165,0.6593797063218086,0.13187594126436172,-4.290018748552774,-3.745661617575059,-30.466817105097707,1.0717003979667545e-20,-6.093363421019542,2.143400795933509e-20,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,random,random,node,weighted_directed_community_assortativity,auc_abs_delta,40,0.010224954160759154,0.015630244441377304,-0.0054052902806181555,0.004635876653295378,0.0007329964588006061,-0.006887915562253241,-0.00392266499898307,-7.374237918506142,6.6007371666546195e-09,-1.1659693915229272,3.960442299992772e-08,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,random,random,node,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,40,0.012194206476305671,0.0784127286951762,-0.06621852221887052,0.009156364913742105,0.0014477484107538112,-0.0691468697837999,-0.06329017465394114,-45.73897075417404,1.6811552689551438e-35,-7.231966270750971,5.043465806865432e-35,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,random,random,node,weighted_efficiency,auc_abs_delta,40,0.8757537577204264,1.0734591876545478,-0.1977054299341215,0.06916140184657642,0.010935377800267834,-0.2198243193178948,-0.17558654055034817,-18.07943296931901,1.4717268658259012e-20,-2.8586093493694587,1.4717268658259012e-20,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,random,random,node,yuan_out_in_strength_assortativity,auc_abs_delta,40,0.054770736470477185,0.03504479780254459,0.01972593866793259,0.015451320860873268,0.002443068338921659,0.01478436652176646,0.02466751081409872,8.074247598263822,7.536688774177377e-10,1.2766506401328936,2.685838709871505e-09,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,weighted_betweenness,weighted_betweenness,node,community_assortativity,auc_abs_delta,40,0.01468569091877226,0.017086398615079778,-0.002400707696307517,0.010529682120589605,0.0016648889269307455,-0.0057682634116800816,0.0009668480190650475,-1.4419626783951691,0.1572956829351924,-0.22799431823428024,0.9437740976111544,False,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,weighted_betweenness,weighted_betweenness,node,community_assortativity_louvain_dynamic,auc_abs_delta,40,0.029780608183195965,0.11137128530808318,-0.08159067712488721,0.019113160110860474,0.003022055961689773,-0.08770336227844007,-0.07547799197133435,-26.99840047940941,7.525680648385171e-27,-4.268821934815781,4.5154083890311024e-26,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,weighted_betweenness,weighted_betweenness,node,gscc_ratio,auc_abs_delta,40,0.3487161111111111,0.33898333333333336,0.00973277777777776,0.04603380523870114,0.007278583695944336,-0.004989547374736452,0.024455102930291975,1.3371801691585843,0.18891117784273984,0.21142674882751827,0.37782235568547967,False,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,weighted_betweenness,weighted_betweenness,node,reachability,auc_abs_delta,40,0.45970659955257276,0.4755128821774795,-0.015806282624906777,0.04211511316111454,0.00665898407524279,-0.02927534925056975,-0.0023372159992438024,-2.373677793234619,0.022632887881952366,-0.37531141289918063,0.09053155152780946,False,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,weighted_betweenness,weighted_betweenness,node,spectral_gamma,auc_abs_delta,24,0.5313473941476272,4.551312493641388,-4.019965099493761,1.3213635159639714,0.2697221982368054,-4.577927977575281,-3.46200222141224,-14.90409438219242,2.6166091940545697e-13,-3.04228552622106,5.233218388109139e-13,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,weighted_betweenness,weighted_betweenness,node,spectral_kappa,auc_abs_delta,24,0.49458386445172237,3.894212017220788,-3.399628152769066,1.0311905667886694,0.21049089301696813,-3.8350617405325176,-2.9641945650056147,-16.150951255145348,4.813680670117054e-14,-3.296799119639135,1.4441042010351161e-13,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,weighted_betweenness,weighted_betweenness,node,weighted_directed_community_assortativity,auc_abs_delta,40,0.025534077749393518,0.018041825646596073,0.007492252102797444,0.009654429970194191,0.0015264994108202582,0.004404615605089843,0.010579888600505044,4.908126429456997,1.6729334630312994e-05,0.7760429280576927,6.691733852125197e-05,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,weighted_betweenness,weighted_betweenness,node,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,40,0.03377684201792393,0.12238300087415015,-0.08860615885622622,0.018330980419451127,0.002898382493470714,-0.09446869080856293,-0.0827436269038895,-30.570899132820582,7.32107099123296e-29,-4.83368356894897,2.928428396493184e-28,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,weighted_betweenness,weighted_betweenness,node,weighted_efficiency,auc_abs_delta,40,0.9665779260193347,1.1188313636200473,-0.15225343760071236,0.06926994241954842,0.010952539571724398,-0.1744070399437826,-0.13009983525764213,-13.901199498404658,1.0747213022713148e-16,-2.1979726311674463,6.448327813627889e-16,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,weighted_betweenness,weighted_betweenness,node,yuan_out_in_strength_assortativity,auc_abs_delta,40,0.09261551660535668,0.04568153940521734,0.04693397720013935,0.05152100793151912,0.008146186620560039,0.030456759489807618,0.06341119491047109,5.761465994614387,1.1106544102077482e-06,0.9109677602294433,4.442617640830993e-06,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,weighted_slack,weighted_slack,node,community_assortativity,auc_abs_delta,40,0.039817352972944066,0.020201631729985754,0.019615721242958312,0.01879560480598831,0.002971846059366513,0.01360459520293064,0.025626847282985983,6.6005172714564,7.611391821171366e-08,1.043633415654106,1.5222783642342732e-07,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,weighted_slack,weighted_slack,node,community_assortativity_louvain_dynamic,auc_abs_delta,40,0.0745809758799306,0.07285658100289083,0.0017243948770397685,0.046514530557614536,0.007354593042778194,-0.013151673691153214,0.01660046344523275,0.2344650298133123,0.8158505801995695,0.037072176293467526,1.0,False,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,weighted_slack,weighted_slack,node,gscc_ratio,auc_abs_delta,40,0.3444344444444445,0.32945722222222223,0.014977222222222225,0.030136302573919773,0.004764967819479066,0.005339165079494557,0.024615279364949894,3.1431948314521083,0.0031888203270143242,0.4969827398528859,0.0063776406540286485,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,weighted_slack,weighted_slack,node,reachability,auc_abs_delta,40,0.46042888516032826,0.47297113721103656,-0.01254225205070841,0.03447175178804002,0.005450462529309416,-0.02356685311874316,-0.0015176509826736583,-2.3011353592953765,0.026814367981603273,-0.3638414469861653,0.08044310394480982,False,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,weighted_slack,weighted_slack,node,spectral_gamma,auc_abs_delta,25,0.5043141645032606,5.150491256231118,-4.646177091727857,2.0261381955178437,0.40522763910356874,-5.4825258332056315,-3.8098283502500827,-11.465597711957598,3.190330603444011e-11,-2.2931195423915196,6.380661206888021e-11,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,weighted_slack,weighted_slack,node,spectral_kappa,auc_abs_delta,25,0.4337250056468138,4.337116690624238,-3.903391684977424,1.5631759473875562,0.31263518947751123,-4.5486390028543635,-3.258144367100485,-12.485452106338164,5.475462469244954e-12,-2.4970904212676333,1.0950924938489909e-11,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,weighted_slack,weighted_slack,node,weighted_directed_community_assortativity,auc_abs_delta,40,0.03593461486438691,0.020611367294269777,0.015323247570117141,0.02032137569783236,0.003213091619657194,0.008824156325790327,0.021822338814443953,4.769004243878979,2.588793333219122e-05,0.7540457790833344,0.0001294396666609561,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,weighted_slack,weighted_slack,node,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,40,0.0728270467966569,0.0811317311836443,-0.0083046843869874,0.046867251849637345,0.007410363175879666,-0.023293558697013973,0.006684189923039173,-1.1206852066331516,0.2692756250855572,-0.17719588965085994,0.4182806300213026,False,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,weighted_slack,weighted_slack,node,weighted_efficiency,auc_abs_delta,40,0.9012096409375389,1.0766635615801092,-0.17545392064257048,0.0628675190507626,0.009940227552221828,-0.1955599286555488,-0.15534791262959216,-17.65089578893526,3.395894478116872e-20,-2.790851671765504,1.3583577912467489e-19,True,0.6625191280665359
mu_0p100,0.1,0.1,node_removal,weighted_slack,weighted_slack,node,yuan_out_in_strength_assortativity,auc_abs_delta,40,0.10692533864430405,0.03330438517337862,0.07362095347092541,0.0519274455955353,0.008210450057818508,0.05701375068956062,0.0902281562522902,8.966737870942763,5.11093854820054e-11,1.4177657426934036,3.066563128920324e-10,True,0.6625191280665359
mu_0p125,0.125,0.125,edge_weakening,edge_weight,edge_weight,edge,community_assortativity,auc_abs_delta,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,edge_weight,edge_weight,edge,community_assortativity_louvain_dynamic,auc_abs_delta,40,0.0,0.00813592665603138,-0.00813592665603138,0.003067320452459805,0.0004849859471695603,-0.009116903327716678,-0.007154949984346083,-16.77559257853487,1.9704432941158762e-19,-2.652454082359364,1.1822659764695258e-18,True,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,edge_weight,edge_weight,edge,gscc_ratio,auc_abs_delta,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,edge_weight,edge_weight,edge,reachability,auc_abs_delta,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,edge_weight,edge_weight,edge,spectral_gamma,auc_abs_delta,34,0.7639947118036051,3.3186112666988508,-2.554616554895246,0.7851992803273289,0.13466056563105308,-2.828585535634804,-2.280647574155688,-18.970784378661072,2.5545242976771523e-19,-3.2534626799839828,1.277262148838576e-18,True,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,edge_weight,edge_weight,edge,spectral_kappa,auc_abs_delta,34,0.5747893560643651,2.664371925012529,-2.0895825689481637,0.5491014702940662,0.0941701252551037,-2.2811731293423927,-1.897992008553935,-22.189442387249194,2.0913991840944567e-21,-3.80545797451445,1.0456995920472284e-20,True,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity,auc_abs_delta,40,0.022326140228599533,0.002507155535956302,0.01981898469264323,0.0038955229366970713,0.0006159362578695333,0.0185731360165291,0.021064833368757356,32.17700604474116,1.0705219469429366e-29,5.087631369319395,6.423131681657619e-29,True,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,edge_weight,edge_weight,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,40,0.022326140228599536,0.00826393750181367,0.014062202726785867,0.004290036884433985,0.0006783143900471973,0.012690182369107128,0.015434223084464606,20.731098931584537,1.1572309279983194e-22,3.2778745511045164,8.100616495988235e-22,True,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,edge_weight,edge_weight,edge,weighted_efficiency,auc_abs_delta,40,0.371941238221528,0.4404111375030707,-0.06846989928154268,0.02226333685484046,0.0035201426388432665,-0.07559005983436519,-0.06134973872872016,-19.450887735629422,1.1222961184399573e-21,-3.075455387841201,2.393182766451664e-21,True,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,edge_weight,edge_weight,edge,yuan_out_in_strength_assortativity,auc_abs_delta,40,0.04385026441784772,0.01691992695298345,0.026930337464864274,0.01498918878464395,0.002369998841886299,0.02213656232688322,0.03172411260284533,11.363017141151945,6.08228631615075e-14,1.796650762878758,3.041143158075375e-13,True,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,random_edge,random_edge,edge,community_assortativity,auc_abs_delta,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,random_edge,random_edge,edge,community_assortativity_louvain_dynamic,auc_abs_delta,40,5.02941081338475e-05,0.011659623940848938,-0.01160932983271509,0.005067204930379023,0.0008011954475416325,-0.013229900589632339,-0.00998875907579784,-14.4900097327523,2.7535550248910394e-17,-2.2910717036752493,8.260665074673118e-17,True,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,random_edge,random_edge,edge,gscc_ratio,auc_abs_delta,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,random_edge,random_edge,edge,reachability,auc_abs_delta,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,random_edge,random_edge,edge,spectral_gamma,auc_abs_delta,34,0.6581467653613369,3.9462555538114152,-3.288108788450078,0.6695043879365626,0.11481905527782185,-3.5217099128514877,-3.054507664048668,-28.637309203546465,6.941943469582014e-25,-4.911258010696765,3.470971734791007e-24,True,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,random_edge,random_edge,edge,spectral_kappa,auc_abs_delta,34,0.5760860787588813,3.164923606494063,-2.5888375277351816,0.5207123038243929,0.08930142337217958,-2.7705226396698808,-2.4071524158004824,-28.989879779919526,4.705715394488533e-25,-4.971723365707624,1.9842555646568984e-24,True,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,random_edge,random_edge,edge,weighted_directed_community_assortativity,auc_abs_delta,40,0.0024952458498316695,0.002440964573794862,5.428127603680753e-05,0.0013458894597289778,0.0002128038085778518,-0.00037615505532285413,0.00048471760739646924,0.2550766191618669,0.8000043009408304,0.04033115472034246,1.0,False,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,random_edge,random_edge,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,40,0.00248540225868957,0.010197834325510975,-0.007712432066821405,0.004265776172642445,0.0006744784347012888,-0.009076693472452308,-0.006348170661190501,-11.434660724530158,5.030331643896754e-14,-1.8079786080393245,1.5090994931690263e-13,True,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,random_edge,random_edge,edge,weighted_efficiency,auc_abs_delta,40,0.2682966313027288,0.313193557409706,-0.04489692610697721,0.015012063589585721,0.0023736156661187027,-0.049698016962492514,-0.0400958352514619,-18.9149940101263,3.0133320625788673e-21,-2.9907231500220552,9.039996187736602e-21,True,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,random_edge,random_edge,edge,yuan_out_in_strength_assortativity,auc_abs_delta,40,0.015152928894790021,0.015360381183833299,-0.00020745228904327733,0.011183082535511674,0.001768200603693386,-0.0037839755949374077,0.0033690710168508527,-0.1173239555568269,0.9072054844667979,-0.018550546182997073,1.0,False,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,spectral_gamma,spectral_gamma,edge,community_assortativity,auc_abs_delta,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,spectral_gamma,spectral_gamma,edge,community_assortativity_louvain_dynamic,auc_abs_delta,40,0.0,0.010851744586596702,-0.010851744586596702,0.005380325566126096,0.000850704167109667,-0.01257245618104686,-0.009131032992146543,-12.756190701952644,1.7018124574939365e-15,-2.016930844281622,5.105437372481809e-15,True,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,spectral_gamma,spectral_gamma,edge,gscc_ratio,auc_abs_delta,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,spectral_gamma,spectral_gamma,edge,reachability,auc_abs_delta,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,spectral_gamma,spectral_gamma,edge,spectral_gamma,auc_abs_delta,34,1.812903948884062,6.940109849775858,-5.127205900891797,1.6144794237225104,0.2768809369101035,-5.690524402607507,-4.563887399176086,-18.517728082365146,5.306723135979653e-19,-3.175764166179326,1.5920169407938958e-18,True,0.6364088742234946
mu_0p125,0.125,0.125,edge_weakening,spectral_gamma,spectral_gamma,edge,spectral_kappa,auc_abs_delta,34,1.4676093767477507,5.214516386456164,-3.746907009708413,1.1544358398080619,0.1979841131648866,-4.149708716594316,-3.34410530282251,-18.9252912762141,2.747296209855862e-19,-3.245660677280583,1.0989184839423447e-18,True,0.6364088742234946
