modularity_regime,mu_t_input,mu_w_input,attack_family,ranking_metric,attack,perturbation_unit,outcome,auc_measure,n_pairs,mean_auc_lfr,mean_auc_null,mean_delta_auc_lfr_minus_null,sd_delta_auc,se_delta_auc,ci95_lower_delta_auc,ci95_upper_delta_auc,t_statistic,p_value_two_sided,cohen_dz,p_holm_across_mu,significant_holm_0p05,realised_qw
mu_0p075,0.075,0.075,edge_weakening,spectral_gamma,spectral_gamma,edge,weighted_directed_community_assortativity,auc_abs_delta,40,0.008915619683527453,0.00286489795002604,0.006050721733501413,0.005111003678327968,0.0008081206376507473,0.004416143457430929,0.007685300009571896,7.487399098099023,4.633414950829859e-09,1.1838617450341706,4.633414950829859e-09,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,spectral_gamma,spectral_gamma,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,40,0.008915619683527437,0.013010230446760246,-0.004094610763232807,0.006164613938835442,0.0009747110471170959,-0.00606614994789608,-0.002123071578569534,-4.2008457535630095,0.00014951892172665945,-0.6642120340152754,0.0007475946086332973,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,spectral_gamma,spectral_gamma,edge,weighted_efficiency,auc_abs_delta,40,0.28865928795353507,0.32882399661316464,-0.04016470865962958,0.04321457350913275,0.006832824020081737,-0.05398539976325799,-0.026344017556001176,-5.8782003665812415,7.646183675052836e-07,-0.929425085061672,5.352328572536985e-06,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,spectral_gamma,spectral_gamma,edge,yuan_out_in_strength_assortativity,auc_abs_delta,40,0.03974135635094732,0.02290724411531622,0.0168341122356311,0.020118833894703328,0.003181066948692936,0.010399797002480855,0.023268427468781345,5.2919704322941215,4.966131640763152e-06,0.8367339938157651,2.9796789844578912e-05,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,spectral_kappa,spectral_kappa,edge,community_assortativity,auc_abs_delta,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,spectral_kappa,spectral_kappa,edge,community_assortativity_louvain_dynamic,auc_abs_delta,40,0.0,0.009281338776642556,-0.009281338776642556,0.004072836797628509,0.0006439720409326178,-0.010583895176594502,-0.00797878237669061,-14.41264245447841,3.285847085368518e-17,-2.2788388628895717,1.642923542684259e-16,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,spectral_kappa,spectral_kappa,edge,gscc_ratio,auc_abs_delta,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,spectral_kappa,spectral_kappa,edge,reachability,auc_abs_delta,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,spectral_kappa,spectral_kappa,edge,spectral_gamma,auc_abs_delta,15,1.2661802307147014,8.08508422268689,-6.8189039919721885,0.5304037654143462,0.13694966334769787,-7.112631806835036,-6.5251761771093415,-49.791316205428366,3.6967805113724457e-17,-12.856062563291434,3.6967805113724457e-17,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,spectral_kappa,spectral_kappa,edge,spectral_kappa,auc_abs_delta,15,1.0268864421937622,6.865616882428496,-5.838730440234731,0.37567713050923446,0.09699941800088369,-6.046773500698716,-5.630687379770746,-60.19345848221007,2.6262863644521292e-18,-15.541884150148476,2.6262863644521292e-18,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,spectral_kappa,spectral_kappa,edge,weighted_directed_community_assortativity,auc_abs_delta,40,0.00549329554289122,0.0024598772914425824,0.003033418251448638,0.005683126357856622,0.000898581176068204,0.001215866265699528,0.004850970237197748,3.3757865535549514,0.001677219788117598,0.5337587201901814,0.001677219788117598,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,spectral_kappa,spectral_kappa,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,40,0.005493295542891223,0.01591196255688911,-0.010418667013997884,0.007940918534346201,0.001255569464119001,-0.012958295968546809,-0.00787903805944896,-8.297961452342568,3.806650811632272e-10,-1.312022906284063,2.66465556814259e-09,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,spectral_kappa,spectral_kappa,edge,weighted_efficiency,auc_abs_delta,40,0.26900962232119224,0.36840864411139035,-0.09939902179019812,0.06662051493108191,0.010533628303773714,-0.12070529611528344,-0.0780927474651128,-9.436351741648984,1.2887821765537823e-11,-1.492018215305378,7.732693059322694e-11,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,spectral_kappa,spectral_kappa,edge,yuan_out_in_strength_assortativity,auc_abs_delta,40,0.022986943119977996,0.02392519717606028,-0.0009382540560822852,0.01920867173508725,0.0030371576754687096,-0.007081485308972798,0.005204977196808228,-0.3089250399018184,0.759022879714859,-0.048845337617407274,0.8924939509035019,False,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity,auc_abs_delta,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,community_assortativity_louvain_dynamic,auc_abs_delta,40,0.0,0.0065961314942431255,-0.0065961314942431255,0.0022438044599911344,0.0003547766358808069,-0.007313734974280422,-0.005878528014205829,-18.592350304768107,5.521619343202002e-21,-2.9397087009396476,3.8651335402414014e-20,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,gscc_ratio,auc_abs_delta,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,reachability,auc_abs_delta,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_gamma,auc_abs_delta,15,0.8861330467084528,4.776824845682831,-3.8906917989743786,0.683969515636241,0.17660016955818097,-4.269461491726637,-3.5119221062221198,-22.0310762368356,2.8871647681543384e-12,-5.6883994242860165,2.8871647681543384e-12,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,spectral_kappa,auc_abs_delta,15,0.70119244395438,3.9858261602148786,-3.2846337162604984,0.45087744615478476,0.11641605600920084,-3.5343213234488235,-3.034946109072173,-28.214610843721594,9.720681563216267e-14,-7.284981194497128,9.720681563216267e-14,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity,auc_abs_delta,40,0.019939374309182276,0.002458031463219105,0.017481342845963168,0.0017336826794393083,0.0002741193003505891,0.016926884226137202,0.018035801465789134,63.77275450362355,4.674758932246144e-41,10.083357844710557,9.349517864492289e-41,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,40,0.019939374309182266,0.006522191899611926,0.013417182409570344,0.002796276018380874,0.0004421300592295211,0.012522889953291478,0.014311474865849211,30.34668674858214,9.646003462185605e-29,4.798232478258455,9.646003462185605e-29,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,weighted_efficiency,auc_abs_delta,40,0.3960905018389006,0.45060737934881184,-0.0545168775099113,0.032646009433069105,0.00516178731619203,-0.06495757784553384,-0.04407617717428876,-10.56162801185107,5.323502511513063e-13,-1.6699400158442606,3.1941015069078378e-12,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening,weighted_edge_betweenness,weighted_edge_betweenness,edge,yuan_out_in_strength_assortativity,auc_abs_delta,40,0.0613329960833662,0.02827541154114387,0.03305758454222233,0.04085211956049476,0.006459287252834013,0.019992442866005784,0.04612272621843888,5.117837812170115,8.629235923264912e-06,0.8092012090895283,6.0404651462854385e-05,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,community_assortativity,auc_abs_delta,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,community_assortativity_louvain_dynamic,auc_abs_delta,40,0.0,0.010841288111254104,-0.010841288111254104,0.0038209043124570845,0.000604138017446203,-0.012063272593591549,-0.00961930362891666,-17.945051955316643,1.9096751011655144e-20,-2.8373618454429357,1.3367725708158602e-19,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,gscc_ratio,auc_abs_delta,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,reachability,auc_abs_delta,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,15,0.26899748163673304,3.308405593309206,-3.039408111672474,0.46314598169776666,0.11958377826522236,-3.295889807386532,-2.7829264159584155,-25.41655863165181,4.0858133166663026e-13,-6.562527219886123,4.0858133166663026e-13,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,15,0.23465174844377404,2.6917483053115037,-2.4570965568677297,0.31123701253845637,0.0803610510856527,-2.6294538694632497,-2.2847392442722096,-30.575714524301546,3.20911155512495e-14,-7.894615543400808,3.20911155512495e-14,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,weighted_directed_community_assortativity,auc_abs_delta,40,0.0017310378626024174,0.0024375125700927397,-0.0007064747074903225,0.0008960745762256801,0.00014168183071216578,-0.0009930532600060057,-0.0004198961549746394,-4.986346548031015,1.3075473661680083e-05,-0.7884106147348097,9.152831563176058e-05,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,40,0.0017310378626024226,0.012128765016892386,-0.010397727154289965,0.003702234060617894,0.0005853746031303216,-0.011581759048861788,-0.009213695259718142,-17.762518391962292,2.727133452767926e-20,-2.8085007549616163,1.363566726383963e-19,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,weighted_efficiency,auc_abs_delta,40,0.11738937359514603,0.15370795495756295,-0.03631858136241692,0.011673106664920945,0.001845680221562106,-0.04005182198786203,-0.03258534073697181,-19.67761313044705,7.4392909956322795e-22,-3.111303820392434,3.71964549781614e-21,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening_random_subset,random_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,yuan_out_in_strength_assortativity,auc_abs_delta,40,0.01529864475923957,0.011979314980399267,0.003319329778840303,0.008180799188662765,0.0012934979258315933,0.0007029832691743563,0.005935676288506249,2.566165521066682,0.014238330555484522,0.40574639497817583,0.04739862355780599,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening_random_subset,weighted_edge_betweenness_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,community_assortativity,auc_abs_delta,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening_random_subset,weighted_edge_betweenness_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,community_assortativity_louvain_dynamic,auc_abs_delta,40,0.0,0.008601364611352927,-0.008601364611352927,0.002322229136888174,0.00036717666606867844,-0.009344049519859413,-0.007858679702846441,-23.425684163012928,1.393489879299282e-24,-3.7039258851427985,9.754429155094973e-24,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening_random_subset,weighted_edge_betweenness_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,gscc_ratio,auc_abs_delta,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening_random_subset,weighted_edge_betweenness_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,reachability,auc_abs_delta,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,False,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening_random_subset,weighted_edge_betweenness_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_gamma,auc_abs_delta,15,0.880954447520115,4.268590720235034,-3.3876362727149196,0.7568934587315149,0.19542905070136588,-3.8067898990914513,-2.968482646338388,-17.334353621210333,7.404676942786072e-11,-4.4757108594811905,7.404676942786072e-11,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening_random_subset,weighted_edge_betweenness_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,spectral_kappa,auc_abs_delta,15,0.6996684094594429,3.576936573803963,-2.8772681643445206,0.5010243913856707,0.12936394159202727,-3.1547262241675638,-2.5998101045214774,-22.24165504649286,2.5359382495601104e-12,-5.7427706391437985,2.5359382495601104e-12,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening_random_subset,weighted_edge_betweenness_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,weighted_directed_community_assortativity,auc_abs_delta,40,0.027767283445946304,0.0021106400159147665,0.025656643430031534,0.0028924933341030372,0.0004573433526309993,0.024731579183325643,0.026581707676737426,56.09930325309049,6.58088419945596e-39,8.870078671412967,1.316176839891192e-38,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening_random_subset,weighted_edge_betweenness_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,40,0.02776728344594632,0.009832532527493082,0.017934750918453236,0.0036044542209130678,0.0005699142529946507,0.016781990533721425,0.019087511303185048,31.469209313881773,2.469989877269564e-29,4.975718879822551,4.939979754539128e-29,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening_random_subset,weighted_edge_betweenness_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,weighted_efficiency,auc_abs_delta,40,0.3220479677573376,0.3109723368554926,0.011075630901845063,0.02911418053945832,0.004603356135701901,0.001764464244465318,0.02038679755922481,2.4059904503035576,0.02096737620371478,0.38042049257867,0.04193475240742956,True,0.6904689276632284
mu_0p075,0.075,0.075,edge_weakening_random_subset,weighted_edge_betweenness_fixed_10pct,random_fixed_10pct_vary_alpha,deterioration_severity,yuan_out_in_strength_assortativity,auc_abs_delta,40,0.04100056269361192,0.022028708706650874,0.01897185398696105,0.0344288017566351,0.005443671533068651,0.0079609890053605,0.029982718968561604,3.485121001829887,0.0012316768085111232,0.5510460143535145,0.0024633536170222464,True,0.6904689276632284
mu_0p075,0.075,0.075,node_redistribution,out_degree,out_degree,node,community_assortativity,auc_abs_delta,40,0.008818224411027236,0.012604041758053968,-0.0037858173470267293,0.007531493792429129,0.001190833728374773,-0.0061945059166839045,-0.0013771287773695542,-3.179131777022759,0.002891337656533458,-0.5026648698605236,0.014456688282667291,True,0.6904689276632284
mu_0p075,0.075,0.075,node_redistribution,out_degree,out_degree,node,community_assortativity_louvain_dynamic,auc_abs_delta,40,0.010913570263039183,0.049984361194578254,-0.03907079093153907,0.011181521941910048,0.0017679538521792348,-0.04264681513538602,-0.03549476672769212,-22.09944048221575,1.158053859339185e-23,-3.4942283469565796,8.106377015374294e-23,True,0.6904689276632284
mu_0p075,0.075,0.075,node_redistribution,out_degree,out_degree,node,gscc_ratio,auc_abs_delta,40,0.2840966666666667,0.3254733333333334,-0.04137666666666668,0.0613902506352686,0.009706650906802377,-0.061010221319822436,-0.021743112013510923,-4.262712964949641,0.0001238714928515023,-0.6739940990385181,0.0008671004499605161,True,0.6904689276632284
mu_0p075,0.075,0.075,node_redistribution,out_degree,out_degree,node,reachability,auc_abs_delta,40,0.4195261260253543,0.4718665249813572,-0.05234039895600299,0.0528039283952524,0.00834903415667187,-0.06922791453577995,-0.03545288337622603,-6.269036390775428,2.1910695248962717e-07,-0.991221686466587,1.5337486674273902e-06,True,0.6904689276632284
mu_0p075,0.075,0.075,node_redistribution,out_degree,out_degree,node,spectral_gamma,auc_abs_delta,15,0.28725055991914966,5.4292666584351705,-5.142016098516022,1.7592670462285809,0.45424079810498713,-6.116265715400359,-4.167766481631685,-11.320022595873402,1.970333362834792e-08,-2.922817266167289,1.970333362834792e-08,True,0.6904689276632284
mu_0p075,0.075,0.075,node_redistribution,out_degree,out_degree,node,spectral_kappa,auc_abs_delta,15,0.262065486232521,4.659093249164359,-4.397027762931837,1.4788269542592032,0.3818314777179021,-5.2159748333688425,-3.578080692494832,-11.515624089484762,1.5843635317745556e-08,-2.9733213546506287,1.5843635317745556e-08,True,0.6904689276632284
mu_0p075,0.075,0.075,node_redistribution,out_degree,out_degree,node,weighted_directed_community_assortativity,auc_abs_delta,40,0.009832349064228512,0.013520866610717247,-0.003688517546488735,0.008013795534194857,0.001267092329547076,-0.0062514536963118325,-0.0011255813966656375,-2.911009293069591,0.0059278074908453915,-0.4602709828008257,0.011855614981690783,True,0.6904689276632284
mu_0p075,0.075,0.075,node_redistribution,out_degree,out_degree,node,weighted_directed_community_assortativity_louvain_dynamic,auc_abs_delta,40,0.010672051365767678,0.08021284922915266,-0.06954079786338496,0.014753330515779383,0.0023327063751564787,-0.07425914186752583,-0.0648224538592441,-29.811209247764904,1.8781237782017274e-28,-4.713566051340597,7.5124951128069095e-28,True,0.6904689276632284
mu_0p075,0.075,0.075,node_redistribution,out_degree,out_degree,node,weighted_efficiency,auc_abs_delta,40,0.6334847482021261,0.8247141304134548,-0.1912293822113286,0.0547013370751523,0.00864904081070472,-0.20872371852616842,-0.17373504589648878,-22.109894772914974,1.1384028784976044e-23,-3.4958813154531323,3.415208635492813e-23,True,0.6904689276632284
mu_0p075,0.075,0.075,node_redistribution,out_degree,out_degree,node,yuan_out_in_strength_assortativity,auc_abs_delta,40,0.03859617302319442,0.029383320196676034,0.0092128528265184,0.018840823653305593,0.002978995786901013,0.003187265097525956,0.015238440555510843,3.09260350989027,0.0036570173602298284,0.48898354955421597,0.0255991215216088,True,0.6904689276632284
