relative_path,filename,asset_type,size_bytes,size_mb
visuals/03_paired_delta_auc/community_assortativity/008_community_assortativity_edge_weakening_weighted_edge_betweenness_paired_delta_auc.png,008_community_assortativity_edge_weakening_weighted_edge_betweenness_paired_delta_auc.png,png,137164,0.13080978393554688
visuals/03_paired_delta_auc/community_assortativity/009_community_assortativity_edge_weakening_random_subset_random_fixed_10pct_paired_delta_auc.png,009_community_assortativity_edge_weakening_random_subset_random_fixed_10pct_paired_delta_auc.png,png,135839,0.1295461654663086
visuals/03_paired_delta_auc/community_assortativity/010_community_assortativity_edge_weakening_random_subset_weighted_edge_betweenness_fixed_10pct_paired_delta_auc.png,010_community_assortativity_edge_weakening_random_subset_weighted_edge_betweenness_fixed_10pct_paired_delta_auc.png,png,137587,0.13121318817138672
visuals/03_paired_delta_auc/community_assortativity_louvain_dynamic/071_community_assortativity_louvain_dynamic_node_removal_random_paired_delta_auc.png,071_community_assortativity_louvain_dynamic_node_removal_random_paired_delta_auc.png,png,164281,0.15667057037353516
visuals/03_paired_delta_auc/community_assortativity_louvain_dynamic/072_community_assortativity_louvain_dynamic_node_removal_weighted_slack_paired_delta_auc.png,072_community_assortativity_louvain_dynamic_node_removal_weighted_slack_paired_delta_auc.png,png,171449,0.16350650787353516
visuals/03_paired_delta_auc/community_assortativity_louvain_dynamic/073_community_assortativity_louvain_dynamic_node_removal_out_strength_paired_delta_auc.png,073_community_assortativity_louvain_dynamic_node_removal_out_strength_paired_delta_auc.png,png,164576,0.156951904296875
visuals/03_paired_delta_auc/community_assortativity_louvain_dynamic/074_community_assortativity_louvain_dynamic_node_redistribution_random_paired_delta_auc.png,074_community_assortativity_louvain_dynamic_node_redistribution_random_paired_delta_auc.png,png,177174,0.16896629333496094
visuals/03_paired_delta_auc/community_assortativity_louvain_dynamic/075_community_assortativity_louvain_dynamic_node_redistribution_weighted_slack_paired_delta_auc.png,075_community_assortativity_louvain_dynamic_node_redistribution_weighted_slack_paired_delta_auc.png,png,173042,0.1650257110595703
visuals/03_paired_delta_auc/community_assortativity_louvain_dynamic/076_community_assortativity_louvain_dynamic_node_redistribution_out_strength_paired_delta_auc.png,076_community_assortativity_louvain_dynamic_node_redistribution_out_strength_paired_delta_auc.png,png,187103,0.1784353256225586
visuals/03_paired_delta_auc/community_assortativity_louvain_dynamic/077_community_assortativity_louvain_dynamic_edge_weakening_random_edge_paired_delta_auc.png,077_community_assortativity_louvain_dynamic_edge_weakening_random_edge_paired_delta_auc.png,png,179869,0.17153644561767578
visuals/03_paired_delta_auc/community_assortativity_louvain_dynamic/078_community_assortativity_louvain_dynamic_edge_weakening_weighted_edge_betweenness_paired_delta_auc.png,078_community_assortativity_louvain_dynamic_edge_weakening_weighted_edge_betweenness_paired_delta_auc.png,png,176563,0.16838359832763672
visuals/03_paired_delta_auc/community_assortativity_louvain_dynamic/079_community_assortativity_louvain_dynamic_edge_weakening_random_subset_random_fixed_10pct_paired_delta_auc.png,079_community_assortativity_louvain_dynamic_edge_weakening_random_subset_random_fixed_10pct_paired_delta_auc.png,png,178940,0.17065048217773438
visuals/03_paired_delta_auc/community_assortativity_louvain_dynamic/080_community_assortativity_louvain_dynamic_edge_weakening_random_subset_weighted_edge_betweenness_fixed_10pct_paired_delta_auc.png,080_community_assortativity_louvain_dynamic_edge_weakening_random_subset_weighted_edge_betweenness_fixed_10pct_paired_delta_auc.png,png,181509,0.17310047149658203
visuals/03_paired_delta_auc/gscc_ratio/041_gscc_ratio_node_removal_random_paired_delta_auc.png,041_gscc_ratio_node_removal_random_paired_delta_auc.png,png,144916,0.13820266723632812
visuals/03_paired_delta_auc/gscc_ratio/042_gscc_ratio_node_removal_weighted_slack_paired_delta_auc.png,042_gscc_ratio_node_removal_weighted_slack_paired_delta_auc.png,png,161317,0.15384387969970703
visuals/03_paired_delta_auc/gscc_ratio/043_gscc_ratio_node_removal_out_strength_paired_delta_auc.png,043_gscc_ratio_node_removal_out_strength_paired_delta_auc.png,png,162440,0.15491485595703125
visuals/03_paired_delta_auc/gscc_ratio/044_gscc_ratio_node_redistribution_random_paired_delta_auc.png,044_gscc_ratio_node_redistribution_random_paired_delta_auc.png,png,151804,0.14477157592773438
visuals/03_paired_delta_auc/gscc_ratio/045_gscc_ratio_node_redistribution_weighted_slack_paired_delta_auc.png,045_gscc_ratio_node_redistribution_weighted_slack_paired_delta_auc.png,png,167773,0.16000080108642578
